t_ms,raw,mv,val3,val4
503,35,35,0,0
504,30,30,0,0
505,60,59,0,0
506,0,0,0,0
507,0,0,0,0
508,42,41,0,0
509,0,0,0,0
510,26,26,0,0
511,0,0,0,0
512,39,39,0,0
513,0,0,0,0
514,15,16,0,0
515,0,0,0,0
516,20,21,0,0
517,0,0,0,0
518,0,0,0,0
519,6,7,0,0
520,43,42,0,0
521,0,0,0,0
522,0,0,0,0
523,0,0,0,0
524,18,19,0,0
525,0,0,0,0
526,0,0,0,0
527,32,32,0,0
528,0,0,0,0
529,37,37,0,0
530,0,0,0,0
531,1979,1881,0,0
532,1981,1883,0,0
533,2024,1924,0,0
534,1968,1871,0,0
535,2010,1911,0,0
536,1964,1867,0,0
537,2036,1936,0,0
538,1939,1843,0,0
539,1974,1877,0,0
540,57,56,0,0
541,0,0,0,0
542,0,0,0,0
543,34,34,0,0
544,87,84,0,0
545,15,16,0,0
546,0,0,0,0
547,0,0,0,0
548,44,43,0,0
549,12,13,0,0
550,28,28,0,0
551,0,0,0,0
552,2,3,0,0
553,0,0,0,0
554,0,0,0,0
555,14,15,0,0
556,38,38,0,0
557,0,0,0,0
558,39,39,0,0
559,1,0,0,0
560,0,0,0,0
561,21,21,0,0
562,24,24,0,0
563,0,0,0,0
564,5,6,0,0
565,0,0,0,0
566,0,0,0,0
567,1966,1869,0,0
568,2010,1911,0,0
569,1981,1883,0,0
570,2004,1905,0,0
571,1919,1824,0,0
572,1974,1877,0,0
573,1956,1859,0,0
574,1952,1856,0,0
575,30,30,0,0
576,20,21,0,0
577,30,30,0,0
578,36,36,0,0
579,9,10,0,0
580,0,0,0,0
581,16,17,0,0
582,0,0,0,0
583,49,48,0,0
584,0,0,0,0
585,1,0,0,0
586,0,0,0,0
587,0,0,0,0
588,0,0,0,0
589,0,0,0,0
590,0,0,0,0
591,0,0,0,0
592,9,10,0,0
593,37,37,0,0
594,50,49,0,0
595,37,37,0,0
596,0,0,0,0
597,10,11,0,0
598,4,5,0,0
599,30,30,0,0
600,29,29,0,0
601,0,0,0,0
602,3,4,0,0
603,2035,1935,0,0
604,2013,1914,0,0
605,2011,1912,0,0
606,1975,1878,0,0
607,1946,1850,0,0
608,1924,1829,0,0
609,1957,1860,0,0
610,1970,1873,0,0
611,78,76,0,0
612,0,0,0,0
613,12,13,0,0
614,10,11,0,0
615,5,6,0,0
616,4,5,0,0
617,25,25,0,0
618,14,15,0,0
619,13,14,0,0
620,12,13,0,0
621,0,0,0,0
622,17,18,0,0
623,10,11,0,0
624,5,6,0,0
625,42,41,0,0
626,0,0,0,0
627,17,18,0,0
628,9,10,0,0
629,36,36,0,0
630,27,27,0,0
631,0,0,0,0
632,0,0,0,0
633,0,0,0,0
634,33,33,0,0
635,0,0,0,0
636,61,59,0,0
637,5,6,0,0
638,1943,1847,0,0
639,1968,1871,0,0
640,1957,1860,0,0
641,1955,1859,0,0
642,1980,1882,0,0
643,1943,1847,0,0
644,1952,1856,0,0
645,1986,1888,0,0
646,1960,1863,0,0
647,19,20,0,0
648,48,47,0,0
649,0,0,0,0
650,65,63,0,0
651,0,0,0,0
652,0,0,0,0
653,0,0,0,0
654,6,7,0,0
655,0,0,0,0
656,0,0,0,0
657,25,25,0,0
658,0,0,0,0
659,2,3,0,0
660,35,35,0,0
661,47,46,0,0
662,10,11,0,0
663,42,41,0,0
664,32,32,0,0
665,0,0,0,0
666,0,0,0,0
667,35,35,0,0
668,22,22,0,0
669,86,83,0,0
670,80,78,0,0
671,0,0,0,0
672,0,0,0,0
673,0,0,0,0
674,2018,1918,0,0
675,1978,1880,0,0
676,1989,1891,0,0
677,1981,1883,0,0
678,1969,1872,0,0
679,1956,1859,0,0
680,2011,1912,0,0
681,1982,1884,0,0
682,2012,1913,0,0
683,0,0,0,0
684,14,15,0,0
685,0,0,0,0
686,0,0,0,0
687,0,0,0,0
688,0,0,0,0
689,0,0,0,0
690,0,0,0,0
691,0,0,0,0
692,0,0,0,0
693,0,0,0,0
694,2,3,0,0
695,0,0,0,0
696,26,26,0,0
697,1,0,0,0
698,0,0,0,0
699,0,0,0,0
700,26,26,0,0
701,0,0,0,0
702,0,0,0,0
703,51,50,0,0
704,0,0,0,0
705,0,0,0,0
706,6,7,0,0
707,13,14,0,0
708,0,0,0,0
709,25,25,0,0
710,1967,1870,0,0
711,1995,1897,0,0
712,1934,1839,0,0
713,1994,1896,0,0
714,1956,1859,0,0
715,2037,1936,0,0
716,1961,1864,0,0
717,1964,1867,0,0
718,69,67,0,0
719,12,13,0,0
720,4,5,0,0
721,49,48,0,0
722,0,0,0,0
723,6,7,0,0
724,7,8,0,0
725,0,0,0,0
726,17,18,0,0
727,6,7,0,0
728,14,15,0,0
729,0,0,0,0
730,27,27,0,0
731,21,21,0,0
732,1,0,0,0
733,0,0,0,0
734,5,6,0,0
735,15,16,0,0
736,0,0,0,0
737,0,0,0,0
738,16,17,0,0
739,37,37,0,0
740,27,27,0,0
741,0,0,0,0
742,13,14,0,0
743,0,0,0,0
744,6,7,0,0
745,0,0,0,0
746,2004,1905,0,0
747,2003,1904,0,0
748,1951,1855,0,0
749,1911,1817,0,0
750,2042,1941,0,0
751,1978,1880,0,0
752,2005,1906,0,0
753,2013,1914,0,0
754,0,0,0,0
755,23,23,0,0
756,0,0,0,0
757,0,0,0,0
758,0,0,0,0
759,0,0,0,0
760,0,0,0,0
761,0,0,0,0
762,0,0,0,0
763,0,0,0,0
764,0,0,0,0
765,9,10,0,0
766,19,20,0,0
767,35,35,0,0
768,50,49,0,0
769,79,77,0,0
770,0,0,0,0
771,3,4,0,0
772,18,19,0,0
773,6,7,0,0
774,50,49,0,0
775,8,9,0,0
776,14,15,0,0
777,32,32,0,0
778,62,60,0,0
779,0,0,0,0
780,0,0,0,0
781,1950,1854,0,0
782,1992,1894,0,0
783,1916,1821,0,0
784,1978,1880,0,0
785,2016,1917,0,0
786,1975,1878,0,0
787,1951,1855,0,0
788,1926,1831,0,0
789,1968,1871,0,0
790,0,0,0,0
791,0,0,0,0
792,6,7,0,0
793,0,0,0,0
794,22,22,0,0
795,27,27,0,0
796,0,0,0,0
797,0,0,0,0
798,0,0,0,0
799,14,15,0,0
800,0,0,0,0
801,0,0,0,0
802,29,29,0,0
803,0,0,0,0
804,0,0,0,0
805,1,0,0,0
806,0,0,0,0
807,0,0,0,0
808,49,48,0,0
809,0,0,0,0
810,27,27,0,0
811,42,41,0,0
812,0,0,0,0
813,7,8,0,0
814,0,0,0,0
815,48,47,0,0
816,7,8,0,0
817,1949,1853,0,0
818,1962,1865,0,0
819,1981,1883,0,0
820,1991,1893,0,0
821,1992,1894,0,0
822,1925,1830,0,0
823,1993,1895,0,0
824,2037,1936,0,0
825,869,827,0,0
826,0,0,0,0
827,58,57,0,0
828,15,16,0,0
829,0,0,0,0
830,0,0,0,0
831,0,0,0,0
832,0,0,0,0
833,12,13,0,0
834,17,18,0,0
835,31,31,0,0
836,0,0,0,0
837,0,0,0,0
838,0,0,0,0
839,0,0,0,0
840,0,0,0,0
841,0,0,0,0
842,50,49,0,0
843,0,0,0,0
844,0,0,0,0
845,0,0,0,0
846,48,47,0,0
847,35,35,0,0
848,27,27,0,0
849,0,0,0,0
850,0,0,0,0
851,83,80,0,0
852,1991,1893,0,0
853,2028,1928,0,0
854,1983,1885,0,0
855,1986,1888,0,0
856,1968,1871,0,0
857,1972,1875,0,0
858,1962,1865,0,0
859,1981,1883,0,0
860,20,21,0,0
861,6,7,0,0
862,38,38,0,0
863,0,0,0,0
864,42,41,0,0
865,0,0,0,0
866,0,0,0,0
867,0,0,0,0
868,0,0,0,0
869,0,0,0,0
870,4,5,0,0
871,0,0,0,0
872,26,26,0,0
873,0,0,0,0
874,0,0,0,0
875,34,34,0,0
876,44,43,0,0
877,21,21,0,0
878,1,0,0,0
879,0,0,0,0
880,28,28,0,0
881,53,52,0,0
882,21,21,0,0
883,0,0,0,0
884,33,33,0,0
885,45,44,0,0
886,5,6,0,0
887,2001,1902,0,0
888,1945,1849,0,0
889,1913,1819,0,0
890,1967,1870,0,0
891,1993,1895,0,0
892,2012,1913,0,0
893,1993,1895,0,0
894,1961,1864,0,0
895,1995,1897,0,0
896,0,0,0,0
897,0,0,0,0
898,0,0,0,0
899,0,0,0,0
900,0,0,0,0
901,29,29,0,0
902,22,22,0,0
903,10,11,0,0
904,0,0,0,0
905,0,0,0,0
906,0,0,0,0
907,1,0,0,0
908,0,0,0,0
909,1,0,0,0
910,0,0,0,0
911,15,16,0,0
912,0,0,0,0
913,31,31,0,0
914,26,26,0,0
915,25,25,0,0
916,50,49,0,0
917,26,26,0,0
918,19,20,0,0
919,0,0,0,0
920,50,49,0,0
921,40,40,0,0
922,2005,1906,0,0
923,1957,1860,0,0
924,1991,1893,0,0
925,1954,1858,0,0
926,1978,1880,0,0
927,1938,1842,0,0
928,1942,1846,0,0
929,1947,1851,0,0
930,2002,1903,0,0
931,42,41,0,0
932,59,58,0,0
933,46,45,0,0
934,15,16,0,0
935,18,19,0,0
936,11,12,0,0
937,0,0,0,0
938,0,0,0,0
939,0,0,0,0
940,0,0,0,0
941,19,20,0,0
942,0,0,0,0
943,0,0,0,0
944,0,0,0,0
945,22,22,0,0
946,32,32,0,0
947,0,0,0,0
948,4,5,0,0
949,0,0,0,0
950,0,0,0,0
951,37,37,0,0
952,0,0,0,0
953,0,0,0,0
954,2,3,0,0
955,40,40,0,0
956,48,47,0,0
957,2043,1942,0,0
958,1955,1859,0,0
959,1999,1900,0,0
960,1989,1891,0,0
961,1982,1884,0,0
962,2012,1913,0,0
963,1974,1877,0,0
964,1965,1868,0,0
965,1988,1890,0,0
966,0,0,0,0
967,0,0,0,0
968,0,0,0,0
969,35,35,0,0
970,0,0,0,0
971,0,0,0,0
972,22,22,0,0
973,25,25,0,0
974,0,0,0,0
975,0,0,0,0
976,0,0,0,0
977,90,87,0,0
978,19,20,0,0
979,0,0,0,0
980,6,7,0,0
981,37,37,0,0
982,50,49,0,0
983,0,0,0,0
984,27,27,0,0
985,1,0,0,0
986,0,0,0,0
987,0,0,0,0
988,0,0,0,0
989,32,32,0,0
990,0,0,0,0
991,0,0,0,0
992,2015,1916,0,0
993,1944,1848,0,0
994,2004,1905,0,0
995,1934,1839,0,0
996,1989,1891,0,0
997,2002,1903,0,0
998,1971,1874,0,0
999,1976,1879,0,0
1000,1967,1870,0,0
1001,3,4,0,0
1002,33,33,0,0
1003,25,25,0,0
1004,19,20,0,0
1005,50,49,0,0
1006,34,34,0,0
1007,7,8,0,0
1008,0,0,0,0
1009,0,0,0,0
1010,0,0,0,0
1011,1,0,0,0
1012,11,12,0,0
1013,0,0,0,0
1014,19,20,0,0
1015,3,4,0,0
1016,0,0,0,0
1017,30,30,0,0
1018,0,0,0,0
1019,0,0,0,0
1020,58,57,0,0
1021,37,37,0,0
1022,38,38,0,0
1023,61,59,0,0
1024,62,60,0,0
1025,58,57,0,0
1026,0,0,0,0
1027,0,0,0,0
1028,1926,1831,0,0
1029,1974,1877,0,0
1030,1931,1836,0,0
1031,1935,1840,0,0
1032,1921,1826,0,0
1033,1988,1890,0,0
1034,1999,1900,0,0
1035,1930,1835,0,0
1036,1996,1898,0,0
1037,0,0,0,0
1038,0,0,0,0
1039,15,16,0,0
1040,14,15,0,0
1041,20,21,0,0
1042,1,0,0,0
1043,33,33,0,0
1044,0,0,0,0
1045,0,0,0,0
1046,0,0,0,0
1047,0,0,0,0
1048,9,10,0,0
1049,48,47,0,0
1050,0,0,0,0
1051,9,10,0,0
1052,0,0,0,0
1053,0,0,0,0
1054,28,28,0,0
1055,47,46,0,0
1056,0,0,0,0
1057,3,4,0,0
1058,10,11,0,0
1059,5,6,0,0
1060,65,63,0,0
1061,42,41,0,0
1062,0,0,0,0
1063,1957,1860,0,0
1064,2014,1915,0,0
1065,1953,1857,0,0
1066,1936,1840,0,0
1067,1960,1863,0,0
1068,1948,1852,0,0
1069,1943,1847,0,0
1070,1971,1874,0,0
1071,1968,1871,0,0
1072,10,11,0,0
1073,10,11,0,0
1074,1,0,0,0
1075,18,19,0,0
1076,5,6,0,0
1077,0,0,0,0
1078,4,5,0,0
1079,0,0,0,0
1080,8,9,0,0
1081,0,0,0,0
1082,0,0,0,0
1083,0,0,0,0
1084,6,7,0,0
1085,0,0,0,0
1086,0,0,0,0
1087,23,23,0,0
1088,0,0,0,0
1089,11,12,0,0
1090,3,4,0,0
1091,0,0,0,0
1092,17,18,0,0
1093,27,27,0,0
1094,63,61,0,0
1095,0,0,0,0
1096,0,0,0,0
1097,0,0,0,0
1098,30,30,0,0
1099,1976,1879,0,0
1100,2019,1919,0,0
1101,1985,1887,0,0
1102,2004,1905,0,0
1103,2049,1948,0,0
1104,1979,1881,0,0
1105,1935,1840,0,0
1106,1982,1884,0,0
1107,1919,1824,0,0
1108,51,50,0,0
1109,11,12,0,0
1110,0,0,0,0
1111,0,0,0,0
1112,12,13,0,0
1113,0,0,0,0
1114,17,18,0,0
1115,1,0,0,0
1116,0,0,0,0
1117,54,53,0,0
1118,0,0,0,0
1119,44,43,0,0
1120,0,0,0,0
1121,9,10,0,0
1122,0,0,0,0
1123,0,0,0,0
1124,0,0,0,0
1125,0,0,0,0
1126,8,9,0,0
1127,10,11,0,0
1128,0,0,0,0
1129,0,0,0,0
1130,0,0,0,0
1131,52,51,0,0
1132,18,19,0,0
1133,56,55,0,0
1134,1932,1837,0,0
1135,1934,1839,0,0
1136,1938,1842,0,0
