sample_index,can_id,can_id_hex,signal,node,timestamp_ms,value,units,raw_data
657,177,0x0B1,front_brake_pressure,brake_node_1,14045,0,psi_x10,60322815672320
658,178,0x0B2,rear_brake_pressure,brake_node_1,14045,1945,psi_x10,60322815674265
659,177,0x0B1,front_brake_pressure,brake_node_1,14055,0,psi_x10,60365765345280
660,178,0x0B2,rear_brake_pressure,brake_node_1,14055,1945,psi_x10,60365765347225
661,1795,0x703,engine_rpm,master,14057,0,rpm,60374355279872
662,177,0x0B1,front_brake_pressure,brake_node_1,14065,0,psi_x10,60408715018240
663,178,0x0B2,rear_brake_pressure,brake_node_1,14065,1945,psi_x10,60408715020185
664,177,0x0B1,front_brake_pressure,brake_node_1,14075,0,psi_x10,60451664691200
665,178,0x0B2,rear_brake_pressure,brake_node_1,14075,1945,psi_x10,60451664693145
666,1795,0x703,engine_rpm,master,14077,0,rpm,60460254625792
667,177,0x0B1,front_brake_pressure,brake_node_1,14085,0,psi_x10,60494614364160
668,178,0x0B2,rear_brake_pressure,brake_node_1,14085,1945,psi_x10,60494614366105
669,177,0x0B1,front_brake_pressure,brake_node_1,14095,0,psi_x10,60537564037120
670,178,0x0B2,rear_brake_pressure,brake_node_1,14095,1945,psi_x10,60537564039065
671,1795,0x703,engine_rpm,master,14097,0,rpm,60546153971712
672,177,0x0B1,front_brake_pressure,brake_node_1,14105,0,psi_x10,60580513710080
673,178,0x0B2,rear_brake_pressure,brake_node_1,14105,1945,psi_x10,60580513712025
674,177,0x0B1,front_brake_pressure,brake_node_1,14115,0,psi_x10,60623463383040
675,178,0x0B2,rear_brake_pressure,brake_node_1,14115,1945,psi_x10,60623463384985
676,1795,0x703,engine_rpm,master,14117,0,rpm,60632053317632
677,177,0x0B1,front_brake_pressure,brake_node_1,14125,0,psi_x10,60666413056000
678,178,0x0B2,rear_brake_pressure,brake_node_1,14125,1945,psi_x10,60666413057945
679,177,0x0B1,front_brake_pressure,brake_node_1,14135,0,psi_x10,60709362728960
680,178,0x0B2,rear_brake_pressure,brake_node_1,14135,1945,psi_x10,60709362730905
681,1795,0x703,engine_rpm,master,14137,0,rpm,60717952663552
682,177,0x0B1,front_brake_pressure,brake_node_1,14145,0,psi_x10,60752312401920
683,178,0x0B2,rear_brake_pressure,brake_node_1,14145,1945,psi_x10,60752312403865
684,177,0x0B1,front_brake_pressure,brake_node_1,14155,0,psi_x10,60795262074880
685,178,0x0B2,rear_brake_pressure,brake_node_1,14155,1945,psi_x10,60795262076825
686,1795,0x703,engine_rpm,master,14157,0,rpm,60803852009472
687,177,0x0B1,front_brake_pressure,brake_node_1,14165,0,psi_x10,60838211747840
688,178,0x0B2,rear_brake_pressure,brake_node_1,14165,1945,psi_x10,60838211749785
689,177,0x0B1,front_brake_pressure,brake_node_1,14175,0,psi_x10,60881161420800
690,178,0x0B2,rear_brake_pressure,brake_node_1,14175,1945,psi_x10,60881161422745
691,1795,0x703,engine_rpm,master,14177,0,rpm,60889751355392
692,177,0x0B1,front_brake_pressure,brake_node_1,14185,0,psi_x10,60924111093760
693,178,0x0B2,rear_brake_pressure,brake_node_1,14185,1945,psi_x10,60924111095705
694,177,0x0B1,front_brake_pressure,brake_node_1,14195,0,psi_x10,60967060766720
695,178,0x0B2,rear_brake_pressure,brake_node_1,14195,1945,psi_x10,60967060768665
696,1795,0x703,engine_rpm,master,14197,0,rpm,60975650701312
697,177,0x0B1,front_brake_pressure,brake_node_1,14205,0,psi_x10,61010010439680
698,178,0x0B2,rear_brake_pressure,brake_node_1,14205,1945,psi_x10,61010010441625
699,177,0x0B1,front_brake_pressure,brake_node_1,14215,0,psi_x10,61052960112640
700,178,0x0B2,rear_brake_pressure,brake_node_1,14215,1945,psi_x10,61052960114585
701,1795,0x703,engine_rpm,master,14217,0,rpm,61061550047232
702,177,0x0B1,front_brake_pressure,brake_node_1,14225,0,psi_x10,61095909785600
703,178,0x0B2,rear_brake_pressure,brake_node_1,14225,1945,psi_x10,61095909787545
704,177,0x0B1,front_brake_pressure,brake_node_1,14235,0,psi_x10,61138859458560
705,178,0x0B2,rear_brake_pressure,brake_node_1,14235,1945,psi_x10,61138859460505
706,1795,0x703,engine_rpm,master,14237,0,rpm,61147449393152
707,177,0x0B1,front_brake_pressure,brake_node_1,14245,0,psi_x10,61181809131520
708,178,0x0B2,rear_brake_pressure,brake_node_1,14245,1945,psi_x10,61181809133465
709,177,0x0B1,front_brake_pressure,brake_node_1,14255,0,psi_x10,61224758804480
710,178,0x0B2,rear_brake_pressure,brake_node_1,14255,1945,psi_x10,61224758806425
711,1795,0x703,engine_rpm,master,14257,0,rpm,61233348739072
712,177,0x0B1,front_brake_pressure,brake_node_1,14265,0,psi_x10,61267708477440
713,178,0x0B2,rear_brake_pressure,brake_node_1,14265,1945,psi_x10,61267708479385
714,177,0x0B1,front_brake_pressure,brake_node_1,14275,0,psi_x10,61310658150400
715,178,0x0B2,rear_brake_pressure,brake_node_1,14275,1945,psi_x10,61310658152345
716,1795,0x703,engine_rpm,master,14277,0,rpm,61319248084992
717,177,0x0B1,front_brake_pressure,brake_node_1,14285,0,psi_x10,61353607823360
718,178,0x0B2,rear_brake_pressure,brake_node_1,14285,1945,psi_x10,61353607825305
719,177,0x0B1,front_brake_pressure,brake_node_1,14295,0,psi_x10,61396557496320
720,178,0x0B2,rear_brake_pressure,brake_node_1,14295,1945,psi_x10,61396557498265
721,1795,0x703,engine_rpm,master,14297,0,rpm,61405147430912
722,387,0x183,,,4278190080,3,raw,18374686479671623683
723,386,0x182,,,4278190080,2,raw,18374686479671623682
724,385,0x181,,,4278190080,16908545,raw,18374686479688532225
725,177,0x0B1,front_brake_pressure,brake_node_1,14305,0,psi_x10,61439507169280
726,178,0x0B2,rear_brake_pressure,brake_node_1,14305,1945,psi_x10,61439507171225
727,177,0x0B1,front_brake_pressure,brake_node_1,14315,0,psi_x10,61482456842240
728,178,0x0B2,rear_brake_pressure,brake_node_1,14315,1945,psi_x10,61482456844185
729,1795,0x703,engine_rpm,master,14317,0,rpm,61491046776832
730,177,0x0B1,front_brake_pressure,brake_node_1,14325,0,psi_x10,61525406515200
731,178,0x0B2,rear_brake_pressure,brake_node_1,14325,1945,psi_x10,61525406517145
732,177,0x0B1,front_brake_pressure,brake_node_1,14335,0,psi_x10,61568356188160
733,178,0x0B2,rear_brake_pressure,brake_node_1,14335,1945,psi_x10,61568356190105
734,1795,0x703,engine_rpm,master,14337,0,rpm,61576946122752
735,177,0x0B1,front_brake_pressure,brake_node_1,14345,0,psi_x10,61611305861120
736,178,0x0B2,rear_brake_pressure,brake_node_1,14345,1945,psi_x10,61611305863065
737,177,0x0B1,front_brake_pressure,brake_node_1,14355,0,psi_x10,61654255534080
738,178,0x0B2,rear_brake_pressure,brake_node_1,14355,1945,psi_x10,61654255536025
739,1795,0x703,engine_rpm,master,14357,0,rpm,61662845468672
740,177,0x0B1,front_brake_pressure,brake_node_1,14365,0,psi_x10,61697205207040
741,178,0x0B2,rear_brake_pressure,brake_node_1,14365,1945,psi_x10,61697205208985
742,177,0x0B1,front_brake_pressure,brake_node_1,14375,0,psi_x10,61740154880000
743,178,0x0B2,rear_brake_pressure,brake_node_1,14375,1945,psi_x10,61740154881945
744,1795,0x703,engine_rpm,master,14377,0,rpm,61748744814592
745,177,0x0B1,front_brake_pressure,brake_node_1,14385,0,psi_x10,61783104552960
746,178,0x0B2,rear_brake_pressure,brake_node_1,14385,1945,psi_x10,61783104554905
747,177,0x0B1,front_brake_pressure,brake_node_1,14395,0,psi_x10,61826054225920
748,178,0x0B2,rear_brake_pressure,brake_node_1,14395,1945,psi_x10,61826054227865
749,1795,0x703,engine_rpm,master,14397,0,rpm,61834644160512
750,177,0x0B1,front_brake_pressure,brake_node_1,14405,0,psi_x10,61869003898880
751,178,0x0B2,rear_brake_pressure,brake_node_1,14405,1945,psi_x10,61869003900825
752,177,0x0B1,front_brake_pressure,brake_node_1,14415,0,psi_x10,61911953571840
753,178,0x0B2,rear_brake_pressure,brake_node_1,14415,1945,psi_x10,61911953573785
754,1795,0x703,engine_rpm,master,14417,0,rpm,61920543506432
755,177,0x0B1,front_brake_pressure,brake_node_1,14425,0,psi_x10,61954903244800
756,178,0x0B2,rear_brake_pressure,brake_node_1,14425,1945,psi_x10,61954903246745
757,177,0x0B1,front_brake_pressure,brake_node_1,14435,0,psi_x10,61997852917760
758,178,0x0B2,rear_brake_pressure,brake_node_1,14435,1945,psi_x10,61997852919705
759,1795,0x703,engine_rpm,master,14437,0,rpm,62006442852352
760,177,0x0B1,front_brake_pressure,brake_node_1,14445,0,psi_x10,62040802590720
761,178,0x0B2,rear_brake_pressure,brake_node_1,14445,1945,psi_x10,62040802592665
762,177,0x0B1,front_brake_pressure,brake_node_1,14455,0,psi_x10,62083752263680
763,178,0x0B2,rear_brake_pressure,brake_node_1,14455,1945,psi_x10,62083752265625
764,1795,0x703,engine_rpm,master,14457,0,rpm,62092342198272
765,177,0x0B1,front_brake_pressure,brake_node_1,14465,0,psi_x10,62126701936640
766,178,0x0B2,rear_brake_pressure,brake_node_1,14465,1945,psi_x10,62126701938585
767,177,0x0B1,front_brake_pressure,brake_node_1,14475,0,psi_x10,62169651609600
768,178,0x0B2,rear_brake_pressure,brake_node_1,14475,1945,psi_x10,62169651611545
769,1795,0x703,engine_rpm,master,14477,0,rpm,62178241544192
770,177,0x0B1,front_brake_pressure,brake_node_1,14485,0,psi_x10,62212601282560
771,178,0x0B2,rear_brake_pressure,brake_node_1,14485,1945,psi_x10,62212601284505
772,177,0x0B1,front_brake_pressure,brake_node_1,14495,0,psi_x10,62255550955520
773,178,0x0B2,rear_brake_pressure,brake_node_1,14495,1945,psi_x10,62255550957465
774,1795,0x703,engine_rpm,master,14497,0,rpm,62264140890112
775,177,0x0B1,front_brake_pressure,brake_node_1,14505,0,psi_x10,62298500628480
776,178,0x0B2,rear_brake_pressure,brake_node_1,14505,1945,psi_x10,62298500630425
777,177,0x0B1,front_brake_pressure,brake_node_1,14515,0,psi_x10,62341450301440
778,178,0x0B2,rear_brake_pressure,brake_node_1,14515,1945,psi_x10,62341450303385
779,1795,0x703,engine_rpm,master,14517,0,rpm,62350040236032
780,177,0x0B1,front_brake_pressure,brake_node_1,14525,0,psi_x10,62384399974400
781,178,0x0B2,rear_brake_pressure,brake_node_1,14525,1945,psi_x10,62384399976345
782,177,0x0B1,front_brake_pressure,brake_node_1,14535,0,psi_x10,62427349647360
783,178,0x0B2,rear_brake_pressure,brake_node_1,14535,1945,psi_x10,62427349649305
784,1795,0x703,engine_rpm,master,14537,0,rpm,62435939581952
785,177,0x0B1,front_brake_pressure,brake_node_1,14545,0,psi_x10,62470299320320
786,178,0x0B2,rear_brake_pressure,brake_node_1,14545,1945,psi_x10,62470299322265
787,177,0x0B1,front_brake_pressure,brake_node_1,14555,0,psi_x10,62513248993280
788,178,0x0B2,rear_brake_pressure,brake_node_1,14555,1945,psi_x10,62513248995225
789,1795,0x703,engine_rpm,master,14557,0,rpm,62521838927872
790,177,0x0B1,front_brake_pressure,brake_node_1,14565,0,psi_x10,62556198666240
791,178,0x0B2,rear_brake_pressure,brake_node_1,14565,1945,psi_x10,62556198668185
792,177,0x0B1,front_brake_pressure,brake_node_1,14575,0,psi_x10,62599148339200
793,178,0x0B2,rear_brake_pressure,brake_node_1,14575,1945,psi_x10,62599148341145
794,1795,0x703,engine_rpm,master,14577,0,rpm,62607738273792
795,177,0x0B1,front_brake_pressure,brake_node_1,14585,0,psi_x10,62642098012160
796,178,0x0B2,rear_brake_pressure,brake_node_1,14585,1945,psi_x10,62642098014105
797,177,0x0B1,front_brake_pressure,brake_node_1,14595,0,psi_x10,62685047685120
798,178,0x0B2,rear_brake_pressure,brake_node_1,14595,1945,psi_x10,62685047687065
799,1795,0x703,engine_rpm,master,14597,0,rpm,62693637619712
800,177,0x0B1,front_brake_pressure,brake_node_1,14605,0,psi_x10,62727997358080
801,178,0x0B2,rear_brake_pressure,brake_node_1,14605,1945,psi_x10,62727997360025
802,177,0x0B1,front_brake_pressure,brake_node_1,14615,0,psi_x10,62770947031040
803,178,0x0B2,rear_brake_pressure,brake_node_1,14615,1945,psi_x10,62770947032985
804,1795,0x703,engine_rpm,master,14617,0,rpm,62779536965632
805,177,0x0B1,front_brake_pressure,brake_node_1,14625,0,psi_x10,62813896704000
806,178,0x0B2,rear_brake_pressure,brake_node_1,14625,1945,psi_x10,62813896705945
807,177,0x0B1,front_brake_pressure,brake_node_1,14635,0,psi_x10,62856846376960
808,178,0x0B2,rear_brake_pressure,brake_node_1,14635,1945,psi_x10,62856846378905
809,1795,0x703,engine_rpm,master,14637,0,rpm,62865436311552
810,177,0x0B1,front_brake_pressure,brake_node_1,14645,0,psi_x10,62899796049920
811,178,0x0B2,rear_brake_pressure,brake_node_1,14645,1945,psi_x10,62899796051865
812,177,0x0B1,front_brake_pressure,brake_node_1,14655,0,psi_x10,62942745722880
813,178,0x0B2,rear_brake_pressure,brake_node_1,14655,1945,psi_x10,62942745724825
814,1795,0x703,engine_rpm,master,14658,0,rpm,62955630624768
815,177,0x0B1,front_brake_pressure,brake_node_1,14665,0,psi_x10,62985695395840
816,178,0x0B2,rear_brake_pressure,brake_node_1,14665,1945,psi_x10,62985695397785
817,177,0x0B1,front_brake_pressure,brake_node_1,14675,0,psi_x10,63028645068800
818,178,0x0B2,rear_brake_pressure,brake_node_1,14675,1945,psi_x10,63028645070745
819,1795,0x703,engine_rpm,master,14678,0,rpm,63041529970688
820,177,0x0B1,front_brake_pressure,brake_node_1,14685,0,psi_x10,63071594741760
821,178,0x0B2,rear_brake_pressure,brake_node_1,14685,1945,psi_x10,63071594743705
822,177,0x0B1,front_brake_pressure,brake_node_1,14695,0,psi_x10,63114544414720
823,178,0x0B2,rear_brake_pressure,brake_node_1,14695,1945,psi_x10,63114544416665
824,1795,0x703,engine_rpm,master,14698,0,rpm,63127429316608
825,177,0x0B1,front_brake_pressure,brake_node_1,14705,0,psi_x10,63157494087680
826,178,0x0B2,rear_brake_pressure,brake_node_1,14705,1945,psi_x10,63157494089625
827,177,0x0B1,front_brake_pressure,brake_node_1,14715,0,psi_x10,63200443760640
828,178,0x0B2,rear_brake_pressure,brake_node_1,14715,1945,psi_x10,63200443762585
829,1795,0x703,engine_rpm,master,14718,0,rpm,63213328662528
830,177,0x0B1,front_brake_pressure,brake_node_1,14725,0,psi_x10,63243393433600
831,178,0x0B2,rear_brake_pressure,brake_node_1,14725,1945,psi_x10,63243393435545
832,177,0x0B1,front_brake_pressure,brake_node_1,14735,0,psi_x10,63286343106560
833,178,0x0B2,rear_brake_pressure,brake_node_1,14735,1945,psi_x10,63286343108505
834,1795,0x703,engine_rpm,master,14738,0,rpm,63299228008448
835,177,0x0B1,front_brake_pressure,brake_node_1,14745,0,psi_x10,63329292779520
836,178,0x0B2,rear_brake_pressure,brake_node_1,14745,1945,psi_x10,63329292781465
837,177,0x0B1,front_brake_pressure,brake_node_1,14755,0,psi_x10,63372242452480
838,178,0x0B2,rear_brake_pressure,brake_node_1,14755,1945,psi_x10,63372242454425
839,1795,0x703,engine_rpm,master,14758,0,rpm,63385127354368
840,177,0x0B1,front_brake_pressure,brake_node_1,14765,0,psi_x10,63415192125440
841,178,0x0B2,rear_brake_pressure,brake_node_1,14765,1945,psi_x10,63415192127385
842,177,0x0B1,front_brake_pressure,brake_node_1,14775,0,psi_x10,63458141798400
843,178,0x0B2,rear_brake_pressure,brake_node_1,14775,1945,psi_x10,63458141800345
844,1795,0x703,engine_rpm,master,14778,0,rpm,63471026700288
845,177,0x0B1,front_brake_pressure,brake_node_1,14785,0,psi_x10,63501091471360
846,178,0x0B2,rear_brake_pressure,brake_node_1,14785,1945,psi_x10,63501091473305
847,177,0x0B1,front_brake_pressure,brake_node_1,14795,0,psi_x10,63544041144320
848,178,0x0B2,rear_brake_pressure,brake_node_1,14795,1945,psi_x10,63544041146265
849,1795,0x703,engine_rpm,master,14798,0,rpm,63556926046208
850,387,0x183,,,4278190080,3,raw,18374686479671623683
851,386,0x182,,,4278190080,2,raw,18374686479671623682
852,385,0x181,,,4278190080,16908545,raw,18374686479688532225
853,177,0x0B1,front_brake_pressure,brake_node_1,14805,0,psi_x10,63586990817280
854,178,0x0B2,rear_brake_pressure,brake_node_1,14805,1945,psi_x10,63586990819225
855,177,0x0B1,front_brake_pressure,brake_node_1,14815,0,psi_x10,63629940490240
856,178,0x0B2,rear_brake_pressure,brake_node_1,14815,1945,psi_x10,63629940492185
857,1795,0x703,engine_rpm,master,14818,0,rpm,63642825392128
858,177,0x0B1,front_brake_pressure,brake_node_1,14825,0,psi_x10,63672890163200
859,178,0x0B2,rear_brake_pressure,brake_node_1,14825,1945,psi_x10,63672890165145
860,177,0x0B1,front_brake_pressure,brake_node_1,14835,0,psi_x10,63715839836160
861,178,0x0B2,rear_brake_pressure,brake_node_1,14835,1945,psi_x10,63715839838105
862,1795,0x703,engine_rpm,master,14838,0,rpm,63728724738048
863,177,0x0B1,front_brake_pressure,brake_node_1,14845,0,psi_x10,63758789509120
864,178,0x0B2,rear_brake_pressure,brake_node_1,14845,1945,psi_x10,63758789511065
865,177,0x0B1,front_brake_pressure,brake_node_1,14855,0,psi_x10,63801739182080
866,178,0x0B2,rear_brake_pressure,brake_node_1,14855,1945,psi_x10,63801739184025
867,1795,0x703,engine_rpm,master,14858,0,rpm,63814624083968
868,177,0x0B1,front_brake_pressure,brake_node_1,14865,0,psi_x10,63844688855040
869,178,0x0B2,rear_brake_pressure,brake_node_1,14865,1945,psi_x10,63844688856985
870,177,0x0B1,front_brake_pressure,brake_node_1,14875,0,psi_x10,63887638528000
871,178,0x0B2,rear_brake_pressure,brake_node_1,14875,1945,psi_x10,63887638529945
872,1795,0x703,engine_rpm,master,14878,0,rpm,63900523429888
873,177,0x0B1,front_brake_pressure,brake_node_1,14885,0,psi_x10,63930588200960
874,178,0x0B2,rear_brake_pressure,brake_node_1,14885,1945,psi_x10,63930588202905
875,177,0x0B1,front_brake_pressure,brake_node_1,14895,0,psi_x10,63973537873920
876,178,0x0B2,rear_brake_pressure,brake_node_1,14895,1945,psi_x10,63973537875865
877,1795,0x703,engine_rpm,master,14898,0,rpm,63986422775808
878,177,0x0B1,front_brake_pressure,brake_node_1,14905,0,psi_x10,64016487546880
879,178,0x0B2,rear_brake_pressure,brake_node_1,14905,1945,psi_x10,64016487548825
880,177,0x0B1,front_brake_pressure,brake_node_1,14915,0,psi_x10,64059437219840
881,178,0x0B2,rear_brake_pressure,brake_node_1,14915,1945,psi_x10,64059437221785
882,1795,0x703,engine_rpm,master,14918,0,rpm,64072322121728
883,177,0x0B1,front_brake_pressure,brake_node_1,14925,0,psi_x10,64102386892800
884,178,0x0B2,rear_brake_pressure,brake_node_1,14925,1945,psi_x10,64102386894745
885,177,0x0B1,front_brake_pressure,brake_node_1,14935,0,psi_x10,64145336565760
886,178,0x0B2,rear_brake_pressure,brake_node_1,14935,1945,psi_x10,64145336567705
887,1795,0x703,engine_rpm,master,14938,0,rpm,64158221467648
888,177,0x0B1,front_brake_pressure,brake_node_1,14945,0,psi_x10,64188286238720
889,178,0x0B2,rear_brake_pressure,brake_node_1,14945,1945,psi_x10,64188286240665
890,177,0x0B1,front_brake_pressure,brake_node_1,14955,0,psi_x10,64231235911680
891,178,0x0B2,rear_brake_pressure,brake_node_1,14955,1945,psi_x10,64231235913625
892,1795,0x703,engine_rpm,master,14958,0,rpm,64244120813568
893,177,0x0B1,front_brake_pressure,brake_node_1,14965,0,psi_x10,64274185584640
894,178,0x0B2,rear_brake_pressure,brake_node_1,14965,1945,psi_x10,64274185586585
895,177,0x0B1,front_brake_pressure,brake_node_1,14975,0,psi_x10,64317135257600
896,178,0x0B2,rear_brake_pressure,brake_node_1,14975,1945,psi_x10,64317135259545
897,1795,0x703,engine_rpm,master,14978,0,rpm,64330020159488
898,177,0x0B1,front_brake_pressure,brake_node_1,14985,0,psi_x10,64360084930560
899,178,0x0B2,rear_brake_pressure,brake_node_1,14985,1945,psi_x10,64360084932505
900,177,0x0B1,front_brake_pressure,brake_node_1,14995,0,psi_x10,64403034603520
901,178,0x0B2,rear_brake_pressure,brake_node_1,14995,1945,psi_x10,64403034605465
902,1795,0x703,engine_rpm,master,14998,0,rpm,64415919505408
903,177,0x0B1,front_brake_pressure,brake_node_1,15005,0,psi_x10,64445984276480
904,178,0x0B2,rear_brake_pressure,brake_node_1,15005,1945,psi_x10,64445984278425
905,177,0x0B1,front_brake_pressure,brake_node_1,15015,0,psi_x10,64488933949440
906,178,0x0B2,rear_brake_pressure,brake_node_1,15015,1945,psi_x10,64488933951385
907,1795,0x703,engine_rpm,master,15018,0,rpm,64501818851328
908,177,0x0B1,front_brake_pressure,brake_node_1,15025,0,psi_x10,64531883622400
909,178,0x0B2,rear_brake_pressure,brake_node_1,15025,1945,psi_x10,64531883624345
910,177,0x0B1,front_brake_pressure,brake_node_1,15035,0,psi_x10,64574833295360
911,178,0x0B2,rear_brake_pressure,brake_node_1,15035,1945,psi_x10,64574833297305
912,1795,0x703,engine_rpm,master,15038,0,rpm,64587718197248
913,177,0x0B1,front_brake_pressure,brake_node_1,15045,0,psi_x10,64617782968320
914,178,0x0B2,rear_brake_pressure,brake_node_1,15045,1945,psi_x10,64617782970265
915,177,0x0B1,front_brake_pressure,brake_node_1,15055,0,psi_x10,64660732641280
916,178,0x0B2,rear_brake_pressure,brake_node_1,15055,1945,psi_x10,64660732643225
917,1795,0x703,engine_rpm,master,15058,0,rpm,64673617543168
918,177,0x0B1,front_brake_pressure,brake_node_1,15065,0,psi_x10,64703682314240
919,178,0x0B2,rear_brake_pressure,brake_node_1,15065,1945,psi_x10,64703682316185
920,177,0x0B1,front_brake_pressure,brake_node_1,15075,0,psi_x10,64746631987200
921,178,0x0B2,rear_brake_pressure,brake_node_1,15075,1945,psi_x10,64746631989145
922,1795,0x703,engine_rpm,master,15078,0,rpm,64759516889088
923,177,0x0B1,front_brake_pressure,brake_node_1,15085,0,psi_x10,64789581660160
924,178,0x0B2,rear_brake_pressure,brake_node_1,15085,1945,psi_x10,64789581662105
925,177,0x0B1,front_brake_pressure,brake_node_1,15095,0,psi_x10,64832531333120
926,178,0x0B2,rear_brake_pressure,brake_node_1,15095,1945,psi_x10,64832531335065
927,1795,0x703,engine_rpm,master,15098,0,rpm,64845416235008
928,177,0x0B1,front_brake_pressure,brake_node_1,15105,0,psi_x10,64875481006080
929,178,0x0B2,rear_brake_pressure,brake_node_1,15105,1945,psi_x10,64875481008025
930,177,0x0B1,front_brake_pressure,brake_node_1,15115,0,psi_x10,64918430679040
931,178,0x0B2,rear_brake_pressure,brake_node_1,15115,1945,psi_x10,64918430680985
932,1795,0x703,engine_rpm,master,15118,0,rpm,64931315580928
933,177,0x0B1,front_brake_pressure,brake_node_1,15125,0,psi_x10,64961380352000
934,178,0x0B2,rear_brake_pressure,brake_node_1,15125,1945,psi_x10,64961380353945
935,177,0x0B1,front_brake_pressure,brake_node_1,15135,0,psi_x10,65004330024960
936,178,0x0B2,rear_brake_pressure,brake_node_1,15135,1945,psi_x10,65004330026905
937,1795,0x703,engine_rpm,master,15138,0,rpm,65017214926848
938,177,0x0B1,front_brake_pressure,brake_node_1,15145,0,psi_x10,65047279697920
939,178,0x0B2,rear_brake_pressure,brake_node_1,15145,1945,psi_x10,65047279699865
940,177,0x0B1,front_brake_pressure,brake_node_1,15155,0,psi_x10,65090229370880
941,178,0x0B2,rear_brake_pressure,brake_node_1,15155,1945,psi_x10,65090229372825
942,1795,0x703,engine_rpm,master,15158,0,rpm,65103114272768
943,177,0x0B1,front_brake_pressure,brake_node_1,15165,0,psi_x10,65133179043840
944,178,0x0B2,rear_brake_pressure,brake_node_1,15165,1945,psi_x10,65133179045785
945,177,0x0B1,front_brake_pressure,brake_node_1,15175,0,psi_x10,65176128716800
946,178,0x0B2,rear_brake_pressure,brake_node_1,15175,1945,psi_x10,65176128718745
947,1795,0x703,engine_rpm,master,15178,0,rpm,65189013618688
948,177,0x0B1,front_brake_pressure,brake_node_1,15185,0,psi_x10,65219078389760
949,178,0x0B2,rear_brake_pressure,brake_node_1,15185,1945,psi_x10,65219078391705
950,177,0x0B1,front_brake_pressure,brake_node_1,15195,0,psi_x10,65262028062720
951,178,0x0B2,rear_brake_pressure,brake_node_1,15195,1945,psi_x10,65262028064665
952,1795,0x703,engine_rpm,master,15198,0,rpm,65274912964608
953,177,0x0B1,front_brake_pressure,brake_node_1,15205,0,psi_x10,65304977735680
954,178,0x0B2,rear_brake_pressure,brake_node_1,15205,1945,psi_x10,65304977737625
955,177,0x0B1,front_brake_pressure,brake_node_1,15215,0,psi_x10,65347927408640
956,178,0x0B2,rear_brake_pressure,brake_node_1,15215,1945,psi_x10,65347927410585
957,1795,0x703,engine_rpm,master,15218,0,rpm,65360812310528
958,177,0x0B1,front_brake_pressure,brake_node_1,15225,0,psi_x10,65390877081600
959,178,0x0B2,rear_brake_pressure,brake_node_1,15225,1945,psi_x10,65390877083545
960,177,0x0B1,front_brake_pressure,brake_node_1,15235,0,psi_x10,65433826754560
961,178,0x0B2,rear_brake_pressure,brake_node_1,15235,1945,psi_x10,65433826756505
962,1795,0x703,engine_rpm,master,15238,0,rpm,65446711656448
963,177,0x0B1,front_brake_pressure,brake_node_1,15245,0,psi_x10,65476776427520
964,178,0x0B2,rear_brake_pressure,brake_node_1,15245,1945,psi_x10,65476776429465
965,177,0x0B1,front_brake_pressure,brake_node_1,15255,0,psi_x10,65519726100480
966,178,0x0B2,rear_brake_pressure,brake_node_1,15255,1945,psi_x10,65519726102425
967,1795,0x703,engine_rpm,master,15258,0,rpm,65532611002368
968,177,0x0B1,front_brake_pressure,brake_node_1,15265,0,psi_x10,65562675773440
969,178,0x0B2,rear_brake_pressure,brake_node_1,15265,1945,psi_x10,65562675775385
970,177,0x0B1,front_brake_pressure,brake_node_1,15275,0,psi_x10,65605625446400
971,178,0x0B2,rear_brake_pressure,brake_node_1,15275,1945,psi_x10,65605625448345
972,1795,0x703,engine_rpm,master,15278,0,rpm,65618510348288
973,177,0x0B1,front_brake_pressure,brake_node_1,15285,0,psi_x10,65648575119360
974,178,0x0B2,rear_brake_pressure,brake_node_1,15285,1945,psi_x10,65648575121305
975,177,0x0B1,front_brake_pressure,brake_node_1,15295,0,psi_x10,65691524792320
976,178,0x0B2,rear_brake_pressure,brake_node_1,15295,1945,psi_x10,65691524794265
977,1795,0x703,engine_rpm,master,15298,0,rpm,65704409694208
978,387,0x183,,,4278190080,3,raw,18374686479671623683
979,386,0x182,,,4278190080,2,raw,18374686479671623682
980,385,0x181,,,4278190080,16908545,raw,18374686479688532225
981,177,0x0B1,front_brake_pressure,brake_node_1,15305,0,psi_x10,65734474465280
982,178,0x0B2,rear_brake_pressure,brake_node_1,15305,1945,psi_x10,65734474467225
983,177,0x0B1,front_brake_pressure,brake_node_1,15315,0,psi_x10,65777424138240
984,178,0x0B2,rear_brake_pressure,brake_node_1,15315,1945,psi_x10,65777424140185
985,1795,0x703,engine_rpm,master,15318,0,rpm,65790309040128
986,177,0x0B1,front_brake_pressure,brake_node_1,15325,0,psi_x10,65820373811200
987,178,0x0B2,rear_brake_pressure,brake_node_1,15325,1945,psi_x10,65820373813145
988,177,0x0B1,front_brake_pressure,brake_node_1,15335,0,psi_x10,65863323484160
989,178,0x0B2,rear_brake_pressure,brake_node_1,15335,1945,psi_x10,65863323486105
990,1795,0x703,engine_rpm,master,15338,0,rpm,65876208386048
991,177,0x0B1,front_brake_pressure,brake_node_1,15345,0,psi_x10,65906273157120
992,178,0x0B2,rear_brake_pressure,brake_node_1,15345,1945,psi_x10,65906273159065
