sample_index,can_id,can_id_hex,signal,node,timestamp_ms,value,units,raw_data
40,1795,0x703,engine_rpm,master,11636,0,rpm,49976239456256
41,178,0x0B2,rear_brake_pressure,brake_node_1,11635,1945,psi_x10,49971944490905
42,177,0x0B1,front_brake_pressure,brake_node_1,11645,0,psi_x10,50014894161920
43,178,0x0B2,rear_brake_pressure,brake_node_1,11645,1945,psi_x10,50014894163865
44,177,0x0B1,front_brake_pressure,brake_node_1,11655,0,psi_x10,50057843834880
45,1795,0x703,engine_rpm,master,11656,0,rpm,50062138802176
46,178,0x0B2,rear_brake_pressure,brake_node_1,11655,1945,psi_x10,50057843836825
47,177,0x0B1,front_brake_pressure,brake_node_1,11665,0,psi_x10,50100793507840
48,178,0x0B2,rear_brake_pressure,brake_node_1,11665,1945,psi_x10,50100793509785
49,177,0x0B1,front_brake_pressure,brake_node_1,11675,0,psi_x10,50143743180800
50,1795,0x703,engine_rpm,master,11676,0,rpm,50148038148096
51,178,0x0B2,rear_brake_pressure,brake_node_1,11675,1945,psi_x10,50143743182745
52,177,0x0B1,front_brake_pressure,brake_node_1,11685,0,psi_x10,50186692853760
53,178,0x0B2,rear_brake_pressure,brake_node_1,11685,1945,psi_x10,50186692855705
54,177,0x0B1,front_brake_pressure,brake_node_1,11695,0,psi_x10,50229642526720
55,1795,0x703,engine_rpm,master,11696,0,rpm,50233937494016
56,178,0x0B2,rear_brake_pressure,brake_node_1,11695,1945,psi_x10,50229642528665
57,177,0x0B1,front_brake_pressure,brake_node_1,11705,0,psi_x10,50272592199680
58,178,0x0B2,rear_brake_pressure,brake_node_1,11705,1945,psi_x10,50272592201625
59,177,0x0B1,front_brake_pressure,brake_node_1,11715,0,psi_x10,50315541872640
60,1795,0x703,engine_rpm,master,11716,0,rpm,50319836839936
61,178,0x0B2,rear_brake_pressure,brake_node_1,11715,1945,psi_x10,50315541874585
62,177,0x0B1,front_brake_pressure,brake_node_1,11725,0,psi_x10,50358491545600
63,178,0x0B2,rear_brake_pressure,brake_node_1,11725,1945,psi_x10,50358491547545
64,177,0x0B1,front_brake_pressure,brake_node_1,11735,0,psi_x10,50401441218560
65,1795,0x703,engine_rpm,master,11736,0,rpm,50405736185856
66,178,0x0B2,rear_brake_pressure,brake_node_1,11735,1945,psi_x10,50401441220505
67,177,0x0B1,front_brake_pressure,brake_node_1,11745,0,psi_x10,50444390891520
68,178,0x0B2,rear_brake_pressure,brake_node_1,11745,1945,psi_x10,50444390893465
69,177,0x0B1,front_brake_pressure,brake_node_1,11755,0,psi_x10,50487340564480
70,1795,0x703,engine_rpm,master,11756,0,rpm,50491635531776
71,178,0x0B2,rear_brake_pressure,brake_node_1,11755,1945,psi_x10,50487340566425
72,177,0x0B1,front_brake_pressure,brake_node_1,11765,0,psi_x10,50530290237440
73,178,0x0B2,rear_brake_pressure,brake_node_1,11765,1945,psi_x10,50530290239385
74,177,0x0B1,front_brake_pressure,brake_node_1,11775,0,psi_x10,50573239910400
75,1795,0x703,engine_rpm,master,11776,0,rpm,50577534877696
76,178,0x0B2,rear_brake_pressure,brake_node_1,11775,1945,psi_x10,50573239912345
77,177,0x0B1,front_brake_pressure,brake_node_1,11785,0,psi_x10,50616189583360
78,178,0x0B2,rear_brake_pressure,brake_node_1,11785,1945,psi_x10,50616189585305
79,177,0x0B1,front_brake_pressure,brake_node_1,11795,0,psi_x10,50659139256320
80,1795,0x703,engine_rpm,master,11796,0,rpm,50663434223616
81,178,0x0B2,rear_brake_pressure,brake_node_1,11795,1945,psi_x10,50659139258265
82,387,0x183,,,4278190080,3,raw,18374686479671623683
83,386,0x182,,,4278190080,2,raw,18374686479671623682
84,385,0x181,,,4278190080,16843009,raw,18374686479688466689
85,177,0x0B1,front_brake_pressure,brake_node_1,11805,0,psi_x10,50702088929280
86,178,0x0B2,rear_brake_pressure,brake_node_1,11805,1945,psi_x10,50702088931225
87,177,0x0B1,front_brake_pressure,brake_node_1,11815,0,psi_x10,50745038602240
88,1795,0x703,engine_rpm,master,11816,0,rpm,50749333569536
89,178,0x0B2,rear_brake_pressure,brake_node_1,11815,1945,psi_x10,50745038604185
90,177,0x0B1,front_brake_pressure,brake_node_1,11825,0,psi_x10,50787988275200
91,178,0x0B2,rear_brake_pressure,brake_node_1,11825,1945,psi_x10,50787988277145
92,177,0x0B1,front_brake_pressure,brake_node_1,11835,0,psi_x10,50830937948160
93,178,0x0B2,rear_brake_pressure,brake_node_1,11835,1945,psi_x10,50830937950105
94,1795,0x703,engine_rpm,master,11836,0,rpm,50835232915456
95,177,0x0B1,front_brake_pressure,brake_node_1,11845,0,psi_x10,50873887621120
96,178,0x0B2,rear_brake_pressure,brake_node_1,11845,1945,psi_x10,50873887623065
97,177,0x0B1,front_brake_pressure,brake_node_1,11855,0,psi_x10,50916837294080
98,178,0x0B2,rear_brake_pressure,brake_node_1,11855,1945,psi_x10,50916837296025
99,1795,0x703,engine_rpm,master,11856,0,rpm,50921132261376
100,177,0x0B1,front_brake_pressure,brake_node_1,11865,0,psi_x10,50959786967040
101,178,0x0B2,rear_brake_pressure,brake_node_1,11865,1945,psi_x10,50959786968985
102,177,0x0B1,front_brake_pressure,brake_node_1,11875,0,psi_x10,51002736640000
103,178,0x0B2,rear_brake_pressure,brake_node_1,11875,1945,psi_x10,51002736641945
104,1795,0x703,engine_rpm,master,11876,0,rpm,51007031607296
105,177,0x0B1,front_brake_pressure,brake_node_1,11885,0,psi_x10,51045686312960
106,178,0x0B2,rear_brake_pressure,brake_node_1,11885,1945,psi_x10,51045686314905
107,177,0x0B1,front_brake_pressure,brake_node_1,11895,0,psi_x10,51088635985920
108,178,0x0B2,rear_brake_pressure,brake_node_1,11895,1945,psi_x10,51088635987865
109,1795,0x703,engine_rpm,master,11896,0,rpm,51092930953216
110,177,0x0B1,front_brake_pressure,brake_node_1,11905,0,psi_x10,51131585658880
111,178,0x0B2,rear_brake_pressure,brake_node_1,11905,1945,psi_x10,51131585660825
112,177,0x0B1,front_brake_pressure,brake_node_1,11915,0,psi_x10,51174535331840
113,178,0x0B2,rear_brake_pressure,brake_node_1,11915,1945,psi_x10,51174535333785
114,1795,0x703,engine_rpm,master,11916,0,rpm,51178830299136
115,177,0x0B1,front_brake_pressure,brake_node_1,11925,0,psi_x10,51217485004800
116,178,0x0B2,rear_brake_pressure,brake_node_1,11925,1945,psi_x10,51217485006745
117,177,0x0B1,front_brake_pressure,brake_node_1,11935,0,psi_x10,51260434677760
118,178,0x0B2,rear_brake_pressure,brake_node_1,11935,1945,psi_x10,51260434679705
119,1795,0x703,engine_rpm,master,11936,0,rpm,51264729645056
120,177,0x0B1,front_brake_pressure,brake_node_1,11945,0,psi_x10,51303384350720
121,178,0x0B2,rear_brake_pressure,brake_node_1,11945,1945,psi_x10,51303384352665
122,177,0x0B1,front_brake_pressure,brake_node_1,11955,0,psi_x10,51346334023680
123,178,0x0B2,rear_brake_pressure,brake_node_1,11955,1945,psi_x10,51346334025625
124,1795,0x703,engine_rpm,master,11956,0,rpm,51350628990976
125,177,0x0B1,front_brake_pressure,brake_node_1,11965,0,psi_x10,51389283696640
126,178,0x0B2,rear_brake_pressure,brake_node_1,11965,1945,psi_x10,51389283698585
127,177,0x0B1,front_brake_pressure,brake_node_1,11975,0,psi_x10,51432233369600
128,178,0x0B2,rear_brake_pressure,brake_node_1,11975,1945,psi_x10,51432233371545
129,1795,0x703,engine_rpm,master,11976,0,rpm,51436528336896
130,177,0x0B1,front_brake_pressure,brake_node_1,11985,0,psi_x10,51475183042560
131,178,0x0B2,rear_brake_pressure,brake_node_1,11985,1945,psi_x10,51475183044505
132,177,0x0B1,front_brake_pressure,brake_node_1,11995,0,psi_x10,51518132715520
133,178,0x0B2,rear_brake_pressure,brake_node_1,11995,1945,psi_x10,51518132717465
134,1795,0x703,engine_rpm,master,11996,0,rpm,51522427682816
135,177,0x0B1,front_brake_pressure,brake_node_1,12005,0,psi_x10,51561082388480
136,178,0x0B2,rear_brake_pressure,brake_node_1,12005,1945,psi_x10,51561082390425
137,177,0x0B1,front_brake_pressure,brake_node_1,12015,0,psi_x10,51604032061440
138,178,0x0B2,rear_brake_pressure,brake_node_1,12015,1945,psi_x10,51604032063385
139,1795,0x703,engine_rpm,master,12016,0,rpm,51608327028736
140,177,0x0B1,front_brake_pressure,brake_node_1,12025,0,psi_x10,51646981734400
141,178,0x0B2,rear_brake_pressure,brake_node_1,12025,1945,psi_x10,51646981736345
142,177,0x0B1,front_brake_pressure,brake_node_1,12035,0,psi_x10,51689931407360
143,178,0x0B2,rear_brake_pressure,brake_node_1,12035,1945,psi_x10,51689931409305
144,1795,0x703,engine_rpm,master,12036,0,rpm,51694226374656
145,177,0x0B1,front_brake_pressure,brake_node_1,12045,0,psi_x10,51732881080320
146,178,0x0B2,rear_brake_pressure,brake_node_1,12045,1945,psi_x10,51732881082265
147,177,0x0B1,front_brake_pressure,brake_node_1,12055,0,psi_x10,51775830753280
148,178,0x0B2,rear_brake_pressure,brake_node_1,12055,1945,psi_x10,51775830755225
149,1795,0x703,engine_rpm,master,12056,0,rpm,51780125720576
150,177,0x0B1,front_brake_pressure,brake_node_1,12065,0,psi_x10,51818780426240
151,178,0x0B2,rear_brake_pressure,brake_node_1,12065,1945,psi_x10,51818780428185
152,177,0x0B1,front_brake_pressure,brake_node_1,12075,0,psi_x10,51861730099200
153,178,0x0B2,rear_brake_pressure,brake_node_1,12075,1945,psi_x10,51861730101145
154,1795,0x703,engine_rpm,master,12076,0,rpm,51866025066496
155,177,0x0B1,front_brake_pressure,brake_node_1,12085,0,psi_x10,51904679772160
156,178,0x0B2,rear_brake_pressure,brake_node_1,12085,1945,psi_x10,51904679774105
157,177,0x0B1,front_brake_pressure,brake_node_1,12095,0,psi_x10,51947629445120
158,178,0x0B2,rear_brake_pressure,brake_node_1,12095,1945,psi_x10,51947629447065
159,1795,0x703,engine_rpm,master,12096,0,rpm,51951924412416
160,177,0x0B1,front_brake_pressure,brake_node_1,12105,0,psi_x10,51990579118080
161,178,0x0B2,rear_brake_pressure,brake_node_1,12105,1945,psi_x10,51990579120025
162,177,0x0B1,front_brake_pressure,brake_node_1,12115,0,psi_x10,52033528791040
163,178,0x0B2,rear_brake_pressure,brake_node_1,12115,1945,psi_x10,52033528792985
164,1795,0x703,engine_rpm,master,12116,0,rpm,52037823758336
165,177,0x0B1,front_brake_pressure,brake_node_1,12125,0,psi_x10,52076478464000
166,178,0x0B2,rear_brake_pressure,brake_node_1,12125,1945,psi_x10,52076478465945
167,177,0x0B1,front_brake_pressure,brake_node_1,12135,0,psi_x10,52119428136960
168,178,0x0B2,rear_brake_pressure,brake_node_1,12135,1945,psi_x10,52119428138905
169,1795,0x703,engine_rpm,master,12136,0,rpm,52123723104256
170,177,0x0B1,front_brake_pressure,brake_node_1,12145,0,psi_x10,52162377809920
171,178,0x0B2,rear_brake_pressure,brake_node_1,12145,1945,psi_x10,52162377811865
172,177,0x0B1,front_brake_pressure,brake_node_1,12155,0,psi_x10,52205327482880
173,178,0x0B2,rear_brake_pressure,brake_node_1,12155,1945,psi_x10,52205327484825
174,1795,0x703,engine_rpm,master,12156,0,rpm,52209622450176
175,177,0x0B1,front_brake_pressure,brake_node_1,12165,0,psi_x10,52248277155840
176,178,0x0B2,rear_brake_pressure,brake_node_1,12165,1945,psi_x10,52248277157785
177,177,0x0B1,front_brake_pressure,brake_node_1,12175,0,psi_x10,52291226828800
178,178,0x0B2,rear_brake_pressure,brake_node_1,12175,1945,psi_x10,52291226830745
179,1795,0x703,engine_rpm,master,12176,0,rpm,52295521796096
180,177,0x0B1,front_brake_pressure,brake_node_1,12185,0,psi_x10,52334176501760
181,178,0x0B2,rear_brake_pressure,brake_node_1,12185,1945,psi_x10,52334176503705
182,177,0x0B1,front_brake_pressure,brake_node_1,12195,0,psi_x10,52377126174720
183,178,0x0B2,rear_brake_pressure,brake_node_1,12195,1945,psi_x10,52377126176665
184,1795,0x703,engine_rpm,master,12196,0,rpm,52381421142016
185,177,0x0B1,front_brake_pressure,brake_node_1,12205,0,psi_x10,52420075847680
186,178,0x0B2,rear_brake_pressure,brake_node_1,12205,1945,psi_x10,52420075849625
187,177,0x0B1,front_brake_pressure,brake_node_1,12215,0,psi_x10,52463025520640
188,178,0x0B2,rear_brake_pressure,brake_node_1,12215,1945,psi_x10,52463025522585
189,1795,0x703,engine_rpm,master,12216,0,rpm,52467320487936
190,177,0x0B1,front_brake_pressure,brake_node_1,12225,0,psi_x10,52505975193600
191,178,0x0B2,rear_brake_pressure,brake_node_1,12225,1945,psi_x10,52505975195545
192,177,0x0B1,front_brake_pressure,brake_node_1,12235,0,psi_x10,52548924866560
193,178,0x0B2,rear_brake_pressure,brake_node_1,12235,1945,psi_x10,52548924868505
194,1795,0x703,engine_rpm,master,12236,0,rpm,52553219833856
195,177,0x0B1,front_brake_pressure,brake_node_1,12245,0,psi_x10,52591874539520
196,178,0x0B2,rear_brake_pressure,brake_node_1,12245,1945,psi_x10,52591874541465
197,177,0x0B1,front_brake_pressure,brake_node_1,12255,0,psi_x10,52634824212480
198,178,0x0B2,rear_brake_pressure,brake_node_1,12255,1945,psi_x10,52634824214425
199,1795,0x703,engine_rpm,master,12256,0,rpm,52639119179776
200,177,0x0B1,front_brake_pressure,brake_node_1,12265,0,psi_x10,52677773885440
201,178,0x0B2,rear_brake_pressure,brake_node_1,12265,1945,psi_x10,52677773887385
202,177,0x0B1,front_brake_pressure,brake_node_1,12275,0,psi_x10,52720723558400
203,178,0x0B2,rear_brake_pressure,brake_node_1,12275,1945,psi_x10,52720723560345
204,1795,0x703,engine_rpm,master,12276,0,rpm,52725018525696
205,177,0x0B1,front_brake_pressure,brake_node_1,12285,0,psi_x10,52763673231360
206,178,0x0B2,rear_brake_pressure,brake_node_1,12285,1945,psi_x10,52763673233305
207,177,0x0B1,front_brake_pressure,brake_node_1,12295,0,psi_x10,52806622904320
208,178,0x0B2,rear_brake_pressure,brake_node_1,12295,1945,psi_x10,52806622906265
209,1795,0x703,engine_rpm,master,12296,0,rpm,52810917871616
210,387,0x183,,,4278190080,3,raw,18374686479671623683
211,386,0x182,,,4278190080,2,raw,18374686479671623682
212,385,0x181,,,4278190080,16908545,raw,18374686479688532225
213,177,0x0B1,front_brake_pressure,brake_node_1,12305,0,psi_x10,52849572577280
214,178,0x0B2,rear_brake_pressure,brake_node_1,12305,1945,psi_x10,52849572579225
215,177,0x0B1,front_brake_pressure,brake_node_1,12315,0,psi_x10,52892522250240
216,178,0x0B2,rear_brake_pressure,brake_node_1,12315,1945,psi_x10,52892522252185
217,1795,0x703,engine_rpm,master,12316,0,rpm,52896817217536
218,177,0x0B1,front_brake_pressure,brake_node_1,12325,0,psi_x10,52935471923200
219,178,0x0B2,rear_brake_pressure,brake_node_1,12325,1945,psi_x10,52935471925145
220,177,0x0B1,front_brake_pressure,brake_node_1,12335,0,psi_x10,52978421596160
221,178,0x0B2,rear_brake_pressure,brake_node_1,12335,1945,psi_x10,52978421598105
222,1795,0x703,engine_rpm,master,12336,0,rpm,52982716563456
223,177,0x0B1,front_brake_pressure,brake_node_1,12345,0,psi_x10,53021371269120
224,178,0x0B2,rear_brake_pressure,brake_node_1,12345,1945,psi_x10,53021371271065
225,177,0x0B1,front_brake_pressure,brake_node_1,12355,0,psi_x10,53064320942080
226,178,0x0B2,rear_brake_pressure,brake_node_1,12355,1945,psi_x10,53064320944025
227,1795,0x703,engine_rpm,master,12356,0,rpm,53068615909376
228,177,0x0B1,front_brake_pressure,brake_node_1,12365,0,psi_x10,53107270615040
229,178,0x0B2,rear_brake_pressure,brake_node_1,12365,1945,psi_x10,53107270616985
230,177,0x0B1,front_brake_pressure,brake_node_1,12375,0,psi_x10,53150220288000
231,178,0x0B2,rear_brake_pressure,brake_node_1,12375,1945,psi_x10,53150220289945
232,1795,0x703,engine_rpm,master,12376,0,rpm,53154515255296
233,177,0x0B1,front_brake_pressure,brake_node_1,12385,0,psi_x10,53193169960960
234,178,0x0B2,rear_brake_pressure,brake_node_1,12385,1945,psi_x10,53193169962905
235,177,0x0B1,front_brake_pressure,brake_node_1,12395,0,psi_x10,53236119633920
236,178,0x0B2,rear_brake_pressure,brake_node_1,12395,1945,psi_x10,53236119635865
237,1795,0x703,engine_rpm,master,12396,0,rpm,53240414601216
238,177,0x0B1,front_brake_pressure,brake_node_1,12405,0,psi_x10,53279069306880
239,178,0x0B2,rear_brake_pressure,brake_node_1,12405,1945,psi_x10,53279069308825
240,177,0x0B1,front_brake_pressure,brake_node_1,12415,0,psi_x10,53322018979840
241,178,0x0B2,rear_brake_pressure,brake_node_1,12415,1945,psi_x10,53322018981785
242,1795,0x703,engine_rpm,master,12416,0,rpm,53326313947136
243,177,0x0B1,front_brake_pressure,brake_node_1,12425,0,psi_x10,53364968652800
244,178,0x0B2,rear_brake_pressure,brake_node_1,12425,1945,psi_x10,53364968654745
245,177,0x0B1,front_brake_pressure,brake_node_1,12435,0,psi_x10,53407918325760
246,178,0x0B2,rear_brake_pressure,brake_node_1,12435,1945,psi_x10,53407918327705
247,1795,0x703,engine_rpm,master,12436,0,rpm,53412213293056
248,177,0x0B1,front_brake_pressure,brake_node_1,12445,0,psi_x10,53450867998720
249,178,0x0B2,rear_brake_pressure,brake_node_1,12445,1945,psi_x10,53450868000665
250,177,0x0B1,front_brake_pressure,brake_node_1,12455,0,psi_x10,53493817671680
251,178,0x0B2,rear_brake_pressure,brake_node_1,12455,1945,psi_x10,53493817673625
252,1795,0x703,engine_rpm,master,12456,0,rpm,53498112638976
253,177,0x0B1,front_brake_pressure,brake_node_1,12465,0,psi_x10,53536767344640
254,178,0x0B2,rear_brake_pressure,brake_node_1,12465,1945,psi_x10,53536767346585
255,177,0x0B1,front_brake_pressure,brake_node_1,12475,0,psi_x10,53579717017600
256,178,0x0B2,rear_brake_pressure,brake_node_1,12475,1945,psi_x10,53579717019545
257,1795,0x703,engine_rpm,master,12476,0,rpm,53584011984896
258,177,0x0B1,front_brake_pressure,brake_node_1,12485,0,psi_x10,53622666690560
259,178,0x0B2,rear_brake_pressure,brake_node_1,12485,1945,psi_x10,53622666692505
260,177,0x0B1,front_brake_pressure,brake_node_1,12495,0,psi_x10,53665616363520
261,178,0x0B2,rear_brake_pressure,brake_node_1,12495,1945,psi_x10,53665616365465
262,1795,0x703,engine_rpm,master,12496,0,rpm,53669911330816
263,177,0x0B1,front_brake_pressure,brake_node_1,12505,0,psi_x10,53708566036480
264,178,0x0B2,rear_brake_pressure,brake_node_1,12505,1945,psi_x10,53708566038425
265,177,0x0B1,front_brake_pressure,brake_node_1,12515,0,psi_x10,53751515709440
266,178,0x0B2,rear_brake_pressure,brake_node_1,12515,1945,psi_x10,53751515711385
267,1795,0x703,engine_rpm,master,12516,0,rpm,53755810676736
268,177,0x0B1,front_brake_pressure,brake_node_1,12525,0,psi_x10,53794465382400
269,178,0x0B2,rear_brake_pressure,brake_node_1,12525,1945,psi_x10,53794465384345
270,177,0x0B1,front_brake_pressure,brake_node_1,12535,0,psi_x10,53837415055360
271,178,0x0B2,rear_brake_pressure,brake_node_1,12535,1945,psi_x10,53837415057305
272,1795,0x703,engine_rpm,master,12536,0,rpm,53841710022656
273,177,0x0B1,front_brake_pressure,brake_node_1,12545,0,psi_x10,53880364728320
274,178,0x0B2,rear_brake_pressure,brake_node_1,12545,1945,psi_x10,53880364730265
275,177,0x0B1,front_brake_pressure,brake_node_1,12555,0,psi_x10,53923314401280
276,178,0x0B2,rear_brake_pressure,brake_node_1,12555,1945,psi_x10,53923314403225
277,1795,0x703,engine_rpm,master,12556,0,rpm,53927609368576
278,177,0x0B1,front_brake_pressure,brake_node_1,12565,0,psi_x10,53966264074240
279,178,0x0B2,rear_brake_pressure,brake_node_1,12565,1945,psi_x10,53966264076185
280,177,0x0B1,front_brake_pressure,brake_node_1,12575,0,psi_x10,54009213747200
281,178,0x0B2,rear_brake_pressure,brake_node_1,12575,1945,psi_x10,54009213749145
282,1795,0x703,engine_rpm,master,12576,0,rpm,54013508714496
283,177,0x0B1,front_brake_pressure,brake_node_1,12585,0,psi_x10,54052163420160
284,178,0x0B2,rear_brake_pressure,brake_node_1,12585,1945,psi_x10,54052163422105
285,177,0x0B1,front_brake_pressure,brake_node_1,12595,0,psi_x10,54095113093120
286,178,0x0B2,rear_brake_pressure,brake_node_1,12595,1945,psi_x10,54095113095065
287,1795,0x703,engine_rpm,master,12596,0,rpm,54099408060416
288,177,0x0B1,front_brake_pressure,brake_node_1,12605,0,psi_x10,54138062766080
289,178,0x0B2,rear_brake_pressure,brake_node_1,12605,1945,psi_x10,54138062768025
290,177,0x0B1,front_brake_pressure,brake_node_1,12615,0,psi_x10,54181012439040
291,178,0x0B2,rear_brake_pressure,brake_node_1,12615,1945,psi_x10,54181012440985
292,1795,0x703,engine_rpm,master,12616,0,rpm,54185307406336
293,177,0x0B1,front_brake_pressure,brake_node_1,12625,0,psi_x10,54223962112000
294,178,0x0B2,rear_brake_pressure,brake_node_1,12625,1945,psi_x10,54223962113945
295,177,0x0B1,front_brake_pressure,brake_node_1,12635,0,psi_x10,54266911784960
296,178,0x0B2,rear_brake_pressure,brake_node_1,12635,1945,psi_x10,54266911786905
297,1795,0x703,engine_rpm,master,12636,0,rpm,54271206752256
298,177,0x0B1,front_brake_pressure,brake_node_1,12645,0,psi_x10,54309861457920
299,178,0x0B2,rear_brake_pressure,brake_node_1,12645,1945,psi_x10,54309861459865
300,177,0x0B1,front_brake_pressure,brake_node_1,12655,0,psi_x10,54352811130880
301,178,0x0B2,rear_brake_pressure,brake_node_1,12655,1945,psi_x10,54352811132825
302,1795,0x703,engine_rpm,master,12656,0,rpm,54357106098176
303,177,0x0B1,front_brake_pressure,brake_node_1,12665,0,psi_x10,54395760803840
304,178,0x0B2,rear_brake_pressure,brake_node_1,12665,1945,psi_x10,54395760805785
305,177,0x0B1,front_brake_pressure,brake_node_1,12675,0,psi_x10,54438710476800
306,178,0x0B2,rear_brake_pressure,brake_node_1,12675,1945,psi_x10,54438710478745
307,1795,0x703,engine_rpm,master,12676,0,rpm,54443005444096
308,177,0x0B1,front_brake_pressure,brake_node_1,12685,0,psi_x10,54481660149760
309,178,0x0B2,rear_brake_pressure,brake_node_1,12685,1945,psi_x10,54481660151705
310,177,0x0B1,front_brake_pressure,brake_node_1,12695,0,psi_x10,54524609822720
311,178,0x0B2,rear_brake_pressure,brake_node_1,12695,1945,psi_x10,54524609824665
312,1795,0x703,engine_rpm,master,12696,0,rpm,54528904790016
313,177,0x0B1,front_brake_pressure,brake_node_1,12705,0,psi_x10,54567559495680
314,178,0x0B2,rear_brake_pressure,brake_node_1,12705,1945,psi_x10,54567559497625
315,177,0x0B1,front_brake_pressure,brake_node_1,12715,0,psi_x10,54610509168640
316,178,0x0B2,rear_brake_pressure,brake_node_1,12715,1945,psi_x10,54610509170585
317,1795,0x703,engine_rpm,master,12716,0,rpm,54614804135936
318,177,0x0B1,front_brake_pressure,brake_node_1,12725,0,psi_x10,54653458841600
319,178,0x0B2,rear_brake_pressure,brake_node_1,12725,1945,psi_x10,54653458843545
320,177,0x0B1,front_brake_pressure,brake_node_1,12735,0,psi_x10,54696408514560
321,178,0x0B2,rear_brake_pressure,brake_node_1,12735,1945,psi_x10,54696408516505
322,1795,0x703,engine_rpm,master,12736,0,rpm,54700703481856
323,177,0x0B1,front_brake_pressure,brake_node_1,12745,0,psi_x10,54739358187520
324,178,0x0B2,rear_brake_pressure,brake_node_1,12745,1945,psi_x10,54739358189465
325,177,0x0B1,front_brake_pressure,brake_node_1,12755,0,psi_x10,54782307860480
326,178,0x0B2,rear_brake_pressure,brake_node_1,12755,1945,psi_x10,54782307862425
327,1795,0x703,engine_rpm,master,12756,0,rpm,54786602827776
328,177,0x0B1,front_brake_pressure,brake_node_1,12765,0,psi_x10,54825257533440
329,178,0x0B2,rear_brake_pressure,brake_node_1,12765,1945,psi_x10,54825257535385
330,177,0x0B1,front_brake_pressure,brake_node_1,12775,0,psi_x10,54868207206400
331,178,0x0B2,rear_brake_pressure,brake_node_1,12775,1945,psi_x10,54868207208345
332,1795,0x703,engine_rpm,master,12776,0,rpm,54872502173696
333,177,0x0B1,front_brake_pressure,brake_node_1,12785,0,psi_x10,54911156879360
334,178,0x0B2,rear_brake_pressure,brake_node_1,12785,1945,psi_x10,54911156881305
335,177,0x0B1,front_brake_pressure,brake_node_1,12795,0,psi_x10,54954106552320
