sample_index,can_id,can_id_hex,signal,node,timestamp_ms,value,units,raw_data
0,1795,0x703,engine_rpm,master,60702,0,rpm,260713104801792
1,193,0x0C1,,,0,512,raw,512
2,1795,0x703,engine_rpm,master,60722,0,rpm,260799004147712
3,1795,0x703,engine_rpm,master,60742,0,rpm,260884903493632
4,1795,0x703,engine_rpm,master,60759,62,rpm,260957917937726
5,1795,0x703,engine_rpm,master,60779,62,rpm,261043817283646
6,1795,0x703,engine_rpm,master,60788,2290,rpm,261082471991538
7,193,0x0C1,,,0,769,raw,769
8,177,0x0B1,front_brake_pressure,brake_node_1,60799,0,psi_x10,261129716629504
9,178,0x0B2,rear_brake_pressure,brake_node_1,60799,1945,psi_x10,261129716631449
10,1795,0x703,engine_rpm,master,60809,2290,rpm,261172666304754
11,177,0x0B1,front_brake_pressure,brake_node_1,60809,0,psi_x10,261172666302464
12,178,0x0B2,rear_brake_pressure,brake_node_1,60809,1945,psi_x10,261172666304409
13,177,0x0B1,front_brake_pressure,brake_node_1,60819,0,psi_x10,261215615975424
14,178,0x0B2,rear_brake_pressure,brake_node_1,60819,1945,psi_x10,261215615977369
15,1795,0x703,engine_rpm,master,60829,2290,rpm,261258565650674
16,177,0x0B1,front_brake_pressure,brake_node_1,60829,0,psi_x10,261258565648384
17,178,0x0B2,rear_brake_pressure,brake_node_1,60829,1945,psi_x10,261258565650329
18,177,0x0B1,front_brake_pressure,brake_node_1,60839,0,psi_x10,261301515321344
19,178,0x0B2,rear_brake_pressure,brake_node_1,60839,1945,psi_x10,261301515323289
20,177,0x0B1,front_brake_pressure,brake_node_1,60849,0,psi_x10,261344464994304
21,178,0x0B2,rear_brake_pressure,brake_node_1,60849,1945,psi_x10,261344464996249
22,1795,0x703,engine_rpm,master,60849,2290,rpm,261344464996594
23,177,0x0B1,front_brake_pressure,brake_node_1,60859,0,psi_x10,261387414667264
24,178,0x0B2,rear_brake_pressure,brake_node_1,60859,1945,psi_x10,261387414669209
25,1795,0x703,engine_rpm,master,60861,822,rpm,261396004602678
26,177,0x0B1,front_brake_pressure,brake_node_1,60869,0,psi_x10,261430364340224
27,178,0x0B2,rear_brake_pressure,brake_node_1,60869,1945,psi_x10,261430364342169
28,177,0x0B1,front_brake_pressure,brake_node_1,60879,0,psi_x10,261473314013184
29,178,0x0B2,rear_brake_pressure,brake_node_1,60879,1945,psi_x10,261473314015129
30,1795,0x703,engine_rpm,master,60881,822,rpm,261481903948598
31,177,0x0B1,front_brake_pressure,brake_node_1,60889,0,psi_x10,261516263686144
32,178,0x0B2,rear_brake_pressure,brake_node_1,60889,1945,psi_x10,261516263688089
33,177,0x0B1,front_brake_pressure,brake_node_1,60899,0,psi_x10,261559213359104
34,178,0x0B2,rear_brake_pressure,brake_node_1,60899,1945,psi_x10,261559213361049
35,1795,0x703,engine_rpm,master,60902,822,rpm,261572098261814
36,177,0x0B1,front_brake_pressure,brake_node_1,60909,0,psi_x10,261602163032064
37,178,0x0B2,rear_brake_pressure,brake_node_1,60909,1945,psi_x10,261602163034009
38,387,0x183,,,4278190080,3,raw,18374686479671623683
39,386,0x182,,,4278190080,2,raw,18374686479671623682
40,177,0x0B1,front_brake_pressure,brake_node_1,60919,0,psi_x10,261645112705024
41,178,0x0B2,rear_brake_pressure,brake_node_1,60919,1945,psi_x10,261645112706969
42,385,0x181,,,4278190080,16777473,raw,18374686479688401153
43,1795,0x703,engine_rpm,master,60922,822,rpm,261657997607734
44,177,0x0B1,front_brake_pressure,brake_node_1,60929,0,psi_x10,261688062377984
45,178,0x0B2,rear_brake_pressure,brake_node_1,60929,1945,psi_x10,261688062379929
46,177,0x0B1,front_brake_pressure,brake_node_1,60939,0,psi_x10,261731012050944
47,178,0x0B2,rear_brake_pressure,brake_node_1,60939,1945,psi_x10,261731012052889
48,1795,0x703,engine_rpm,master,60942,822,rpm,261743896953654
49,177,0x0B1,front_brake_pressure,brake_node_1,60949,0,psi_x10,261773961723904
50,178,0x0B2,rear_brake_pressure,brake_node_1,60949,1945,psi_x10,261773961725849
51,177,0x0B1,front_brake_pressure,brake_node_1,60959,0,psi_x10,261816911396864
52,178,0x0B2,rear_brake_pressure,brake_node_1,60959,1945,psi_x10,261816911398809
53,1795,0x703,engine_rpm,master,60962,822,rpm,261829796299574
54,177,0x0B1,front_brake_pressure,brake_node_1,60969,0,psi_x10,261859861069824
55,178,0x0B2,rear_brake_pressure,brake_node_1,60969,1945,psi_x10,261859861071769
56,177,0x0B1,front_brake_pressure,brake_node_1,60979,0,psi_x10,261902810742784
57,178,0x0B2,rear_brake_pressure,brake_node_1,60979,1945,psi_x10,261902810744729
58,1795,0x703,engine_rpm,master,60982,822,rpm,261915695645494
59,177,0x0B1,front_brake_pressure,brake_node_1,60989,0,psi_x10,261945760415744
60,178,0x0B2,rear_brake_pressure,brake_node_1,60989,1945,psi_x10,261945760417689
61,1795,0x703,engine_rpm,master,60999,437,rpm,261988710089141
62,177,0x0B1,front_brake_pressure,brake_node_1,60999,0,psi_x10,261988710088704
63,178,0x0B2,rear_brake_pressure,brake_node_1,60999,1945,psi_x10,261988710090649
64,177,0x0B1,front_brake_pressure,brake_node_1,61009,0,psi_x10,262031659761664
65,178,0x0B2,rear_brake_pressure,brake_node_1,61009,1945,psi_x10,262031659763609
66,1795,0x703,engine_rpm,master,61019,437,rpm,262074609435061
67,177,0x0B1,front_brake_pressure,brake_node_1,61019,0,psi_x10,262074609434624
68,178,0x0B2,rear_brake_pressure,brake_node_1,61019,1945,psi_x10,262074609436569
69,177,0x0B1,front_brake_pressure,brake_node_1,61029,0,psi_x10,262117559107584
70,178,0x0B2,rear_brake_pressure,brake_node_1,61029,1945,psi_x10,262117559109529
71,1795,0x703,engine_rpm,master,61039,437,rpm,262160508780981
72,177,0x0B1,front_brake_pressure,brake_node_1,61039,0,psi_x10,262160508780544
73,178,0x0B2,rear_brake_pressure,brake_node_1,61039,1945,psi_x10,262160508782489
74,177,0x0B1,front_brake_pressure,brake_node_1,61049,0,psi_x10,262203458453504
75,178,0x0B2,rear_brake_pressure,brake_node_1,61049,1945,psi_x10,262203458455449
76,177,0x0B1,front_brake_pressure,brake_node_1,61059,0,psi_x10,262246408126464
77,1795,0x703,engine_rpm,master,61059,437,rpm,262246408126901
78,178,0x0B2,rear_brake_pressure,brake_node_1,61059,1945,psi_x10,262246408128409
79,177,0x0B1,front_brake_pressure,brake_node_1,61069,0,psi_x10,262289357799424
80,178,0x0B2,rear_brake_pressure,brake_node_1,61069,1945,psi_x10,262289357801369
81,177,0x0B1,front_brake_pressure,brake_node_1,61079,0,psi_x10,262332307472384
82,1795,0x703,engine_rpm,master,61079,437,rpm,262332307472821
83,178,0x0B2,rear_brake_pressure,brake_node_1,61079,1945,psi_x10,262332307474329
84,177,0x0B1,front_brake_pressure,brake_node_1,61089,0,psi_x10,262375257145344
85,178,0x0B2,rear_brake_pressure,brake_node_1,61089,1945,psi_x10,262375257147289
86,177,0x0B1,front_brake_pressure,brake_node_1,61099,0,psi_x10,262418206818304
87,178,0x0B2,rear_brake_pressure,brake_node_1,61099,1945,psi_x10,262418206820249
88,1795,0x703,engine_rpm,master,61099,437,rpm,262418206818741
89,177,0x0B1,front_brake_pressure,brake_node_1,61109,0,psi_x10,262461156491264
90,178,0x0B2,rear_brake_pressure,brake_node_1,61109,1945,psi_x10,262461156493209
91,177,0x0B1,front_brake_pressure,brake_node_1,61119,0,psi_x10,262504106164224
92,178,0x0B2,rear_brake_pressure,brake_node_1,61119,1945,psi_x10,262504106166169
93,1795,0x703,engine_rpm,master,61119,437,rpm,262504106164661
94,177,0x0B1,front_brake_pressure,brake_node_1,61129,0,psi_x10,262547055837184
95,178,0x0B2,rear_brake_pressure,brake_node_1,61129,1945,psi_x10,262547055839129
96,177,0x0B1,front_brake_pressure,brake_node_1,61139,0,psi_x10,262590005510144
97,178,0x0B2,rear_brake_pressure,brake_node_1,61139,1945,psi_x10,262590005512089
98,1795,0x703,engine_rpm,master,61139,437,rpm,262590005510581
99,177,0x0B1,front_brake_pressure,brake_node_1,61149,0,psi_x10,262632955183104
100,178,0x0B2,rear_brake_pressure,brake_node_1,61149,1945,psi_x10,262632955185049
101,177,0x0B1,front_brake_pressure,brake_node_1,61159,0,psi_x10,262675904856064
102,178,0x0B2,rear_brake_pressure,brake_node_1,61159,1945,psi_x10,262675904858009
103,1795,0x703,engine_rpm,master,61159,437,rpm,262675904856501
104,177,0x0B1,front_brake_pressure,brake_node_1,61169,0,psi_x10,262718854529024
105,178,0x0B2,rear_brake_pressure,brake_node_1,61169,1945,psi_x10,262718854530969
106,177,0x0B1,front_brake_pressure,brake_node_1,61179,0,psi_x10,262761804201984
107,178,0x0B2,rear_brake_pressure,brake_node_1,61179,1945,psi_x10,262761804203929
108,1795,0x703,engine_rpm,master,61179,437,rpm,262761804202421
109,177,0x0B1,front_brake_pressure,brake_node_1,61189,0,psi_x10,262804753874944
110,1795,0x703,engine_rpm,master,61189,315,rpm,262804753875259
111,178,0x0B2,rear_brake_pressure,brake_node_1,61189,1945,psi_x10,262804753876889
112,1795,0x703,engine_rpm,master,61199,6146,rpm,262847703554050
113,177,0x0B1,front_brake_pressure,brake_node_1,61199,0,psi_x10,262847703547904
114,178,0x0B2,rear_brake_pressure,brake_node_1,61199,1945,psi_x10,262847703549849
115,177,0x0B1,front_brake_pressure,brake_node_1,61209,0,psi_x10,262890653220864
116,178,0x0B2,rear_brake_pressure,brake_node_1,61209,1945,psi_x10,262890653222809
117,1795,0x703,engine_rpm,master,61219,6146,rpm,262933602899970
118,177,0x0B1,front_brake_pressure,brake_node_1,61219,0,psi_x10,262933602893824
119,178,0x0B2,rear_brake_pressure,brake_node_1,61219,1945,psi_x10,262933602895769
120,177,0x0B1,front_brake_pressure,brake_node_1,61229,0,psi_x10,262976552566784
121,178,0x0B2,rear_brake_pressure,brake_node_1,61229,1945,psi_x10,262976552568729
122,1795,0x703,engine_rpm,master,61239,6146,rpm,263019502245890
123,177,0x0B1,front_brake_pressure,brake_node_1,61239,0,psi_x10,263019502239744
124,178,0x0B2,rear_brake_pressure,brake_node_1,61239,1945,psi_x10,263019502241689
125,177,0x0B1,front_brake_pressure,brake_node_1,61249,0,psi_x10,263062451912704
126,178,0x0B2,rear_brake_pressure,brake_node_1,61249,1945,psi_x10,263062451914649
127,177,0x0B1,front_brake_pressure,brake_node_1,61259,0,psi_x10,263105401585664
128,1795,0x703,engine_rpm,master,61259,6146,rpm,263105401591810
129,178,0x0B2,rear_brake_pressure,brake_node_1,61259,1945,psi_x10,263105401587609
130,177,0x0B1,front_brake_pressure,brake_node_1,61269,0,psi_x10,263148351258624
131,178,0x0B2,rear_brake_pressure,brake_node_1,61269,1945,psi_x10,263148351260569
132,177,0x0B1,front_brake_pressure,brake_node_1,61279,0,psi_x10,263191300931584
133,178,0x0B2,rear_brake_pressure,brake_node_1,61279,1945,psi_x10,263191300933529
134,1795,0x703,engine_rpm,master,61279,6146,rpm,263191300937730
135,177,0x0B1,front_brake_pressure,brake_node_1,61289,0,psi_x10,263234250604544
136,178,0x0B2,rear_brake_pressure,brake_node_1,61289,1945,psi_x10,263234250606489
137,1795,0x703,engine_rpm,master,61299,599,rpm,263277200278103
138,177,0x0B1,front_brake_pressure,brake_node_1,61299,0,psi_x10,263277200277504
139,178,0x0B2,rear_brake_pressure,brake_node_1,61299,1945,psi_x10,263277200279449
140,177,0x0B1,front_brake_pressure,brake_node_1,61309,0,psi_x10,263320149950464
141,178,0x0B2,rear_brake_pressure,brake_node_1,61309,1945,psi_x10,263320149952409
142,1795,0x703,engine_rpm,master,61319,599,rpm,263363099624023
143,177,0x0B1,front_brake_pressure,brake_node_1,61319,0,psi_x10,263363099623424
144,178,0x0B2,rear_brake_pressure,brake_node_1,61319,1945,psi_x10,263363099625369
145,177,0x0B1,front_brake_pressure,brake_node_1,61329,0,psi_x10,263406049296384
146,178,0x0B2,rear_brake_pressure,brake_node_1,61329,1945,psi_x10,263406049298329
147,1795,0x703,engine_rpm,master,61339,599,rpm,263448998969943
148,177,0x0B1,front_brake_pressure,brake_node_1,61339,0,psi_x10,263448998969344
149,178,0x0B2,rear_brake_pressure,brake_node_1,61339,1945,psi_x10,263448998971289
150,177,0x0B1,front_brake_pressure,brake_node_1,61349,0,psi_x10,263491948642304
151,178,0x0B2,rear_brake_pressure,brake_node_1,61349,1945,psi_x10,263491948644249
152,1795,0x703,engine_rpm,master,61359,599,rpm,263534898315863
153,177,0x0B1,front_brake_pressure,brake_node_1,61359,0,psi_x10,263534898315264
154,178,0x0B2,rear_brake_pressure,brake_node_1,61359,1945,psi_x10,263534898317209
155,177,0x0B1,front_brake_pressure,brake_node_1,61369,0,psi_x10,263577847988224
156,178,0x0B2,rear_brake_pressure,brake_node_1,61369,1945,psi_x10,263577847990169
157,177,0x0B1,front_brake_pressure,brake_node_1,61379,0,psi_x10,263620797661184
158,1795,0x703,engine_rpm,master,61379,599,rpm,263620797661783
159,178,0x0B2,rear_brake_pressure,brake_node_1,61379,1945,psi_x10,263620797663129
160,177,0x0B1,front_brake_pressure,brake_node_1,61389,0,psi_x10,263663747334144
161,178,0x0B2,rear_brake_pressure,brake_node_1,61389,1945,psi_x10,263663747336089
162,177,0x0B1,front_brake_pressure,brake_node_1,61399,0,psi_x10,263706697007104
163,1795,0x703,engine_rpm,master,61399,599,rpm,263706697007703
164,178,0x0B2,rear_brake_pressure,brake_node_1,61399,1945,psi_x10,263706697009049
165,177,0x0B1,front_brake_pressure,brake_node_1,61409,0,psi_x10,263749646680064
166,178,0x0B2,rear_brake_pressure,brake_node_1,61409,1945,psi_x10,263749646682009
167,387,0x183,,,4278190080,3,raw,18374686479671623683
168,386,0x182,,,4278190080,2,raw,18374686479671623682
169,177,0x0B1,front_brake_pressure,brake_node_1,61419,0,psi_x10,263792596353024
170,178,0x0B2,rear_brake_pressure,brake_node_1,61419,1945,psi_x10,263792596354969
171,1795,0x703,engine_rpm,master,61419,599,rpm,263792596353623
172,385,0x181,,,4278190080,16908545,raw,18374686479688532225
173,177,0x0B1,front_brake_pressure,brake_node_1,61429,0,psi_x10,263835546025984
174,178,0x0B2,rear_brake_pressure,brake_node_1,61429,1945,psi_x10,263835546027929
175,177,0x0B1,front_brake_pressure,brake_node_1,61439,0,psi_x10,263878495698944
176,178,0x0B2,rear_brake_pressure,brake_node_1,61439,1945,psi_x10,263878495700889
177,1795,0x703,engine_rpm,master,61439,599,rpm,263878495699543
178,177,0x0B1,front_brake_pressure,brake_node_1,61449,0,psi_x10,263921445371904
179,178,0x0B2,rear_brake_pressure,brake_node_1,61449,1945,psi_x10,263921445373849
180,177,0x0B1,front_brake_pressure,brake_node_1,61459,0,psi_x10,263964395044864
181,178,0x0B2,rear_brake_pressure,brake_node_1,61459,1945,psi_x10,263964395046809
182,1795,0x703,engine_rpm,master,61459,599,rpm,263964395045463
183,177,0x0B1,front_brake_pressure,brake_node_1,61469,0,psi_x10,264007344717824
184,178,0x0B2,rear_brake_pressure,brake_node_1,61469,1945,psi_x10,264007344719769
185,177,0x0B1,front_brake_pressure,brake_node_1,61479,0,psi_x10,264050294390784
186,178,0x0B2,rear_brake_pressure,brake_node_1,61479,1945,psi_x10,264050294392729
187,1795,0x703,engine_rpm,master,61479,599,rpm,264050294391383
188,177,0x0B1,front_brake_pressure,brake_node_1,61489,0,psi_x10,264093244063744
189,178,0x0B2,rear_brake_pressure,brake_node_1,61489,1945,psi_x10,264093244065689
190,177,0x0B1,front_brake_pressure,brake_node_1,61499,0,psi_x10,264136193736704
191,178,0x0B2,rear_brake_pressure,brake_node_1,61499,1945,psi_x10,264136193738649
192,1795,0x703,engine_rpm,master,61499,599,rpm,264136193737303
193,177,0x0B1,front_brake_pressure,brake_node_1,61509,0,psi_x10,264179143409664
194,178,0x0B2,rear_brake_pressure,brake_node_1,61509,1945,psi_x10,264179143411609
195,177,0x0B1,front_brake_pressure,brake_node_1,61519,0,psi_x10,264222093082624
196,178,0x0B2,rear_brake_pressure,brake_node_1,61519,1945,psi_x10,264222093084569
197,1795,0x703,engine_rpm,master,61519,599,rpm,264222093083223
198,177,0x0B1,front_brake_pressure,brake_node_1,61529,0,psi_x10,264265042755584
199,178,0x0B2,rear_brake_pressure,brake_node_1,61529,1945,psi_x10,264265042757529
200,177,0x0B1,front_brake_pressure,brake_node_1,61539,0,psi_x10,264307992428544
201,178,0x0B2,rear_brake_pressure,brake_node_1,61539,1945,psi_x10,264307992430489
202,1795,0x703,engine_rpm,master,61539,599,rpm,264307992429143
203,177,0x0B1,front_brake_pressure,brake_node_1,61549,0,psi_x10,264350942101504
204,178,0x0B2,rear_brake_pressure,brake_node_1,61549,1945,psi_x10,264350942103449
205,177,0x0B1,front_brake_pressure,brake_node_1,61559,0,psi_x10,264393891774464
206,178,0x0B2,rear_brake_pressure,brake_node_1,61559,1945,psi_x10,264393891776409
207,1795,0x703,engine_rpm,master,61559,599,rpm,264393891775063
208,177,0x0B1,front_brake_pressure,brake_node_1,61569,0,psi_x10,264436841447424
209,178,0x0B2,rear_brake_pressure,brake_node_1,61569,1945,psi_x10,264436841449369
210,177,0x0B1,front_brake_pressure,brake_node_1,61579,0,psi_x10,264479791120384
211,178,0x0B2,rear_brake_pressure,brake_node_1,61579,1945,psi_x10,264479791122329
212,1795,0x703,engine_rpm,master,61579,599,rpm,264479791120983
213,177,0x0B1,front_brake_pressure,brake_node_1,61589,0,psi_x10,264522740793344
214,178,0x0B2,rear_brake_pressure,brake_node_1,61589,1945,psi_x10,264522740795289
215,177,0x0B1,front_brake_pressure,brake_node_1,61599,0,psi_x10,264565690466304
216,1795,0x703,engine_rpm,master,61599,0,rpm,264565690466304
217,178,0x0B2,rear_brake_pressure,brake_node_1,61599,1945,psi_x10,264565690468249
218,177,0x0B1,front_brake_pressure,brake_node_1,61609,0,psi_x10,264608640139264
219,178,0x0B2,rear_brake_pressure,brake_node_1,61609,1945,psi_x10,264608640141209
220,177,0x0B1,front_brake_pressure,brake_node_1,61619,0,psi_x10,264651589812224
221,178,0x0B2,rear_brake_pressure,brake_node_1,61619,1945,psi_x10,264651589814169
222,1795,0x703,engine_rpm,master,61619,0,rpm,264651589812224
223,177,0x0B1,front_brake_pressure,brake_node_1,61629,0,psi_x10,264694539485184
224,178,0x0B2,rear_brake_pressure,brake_node_1,61629,1945,psi_x10,264694539487129
225,177,0x0B1,front_brake_pressure,brake_node_1,61639,0,psi_x10,264737489158144
226,178,0x0B2,rear_brake_pressure,brake_node_1,61639,1945,psi_x10,264737489160089
227,1795,0x703,engine_rpm,master,61639,0,rpm,264737489158144
228,177,0x0B1,front_brake_pressure,brake_node_1,61649,0,psi_x10,264780438831104
229,178,0x0B2,rear_brake_pressure,brake_node_1,61649,1945,psi_x10,264780438833049
230,177,0x0B1,front_brake_pressure,brake_node_1,61659,0,psi_x10,264823388504064
231,178,0x0B2,rear_brake_pressure,brake_node_1,61659,1945,psi_x10,264823388506009
232,1795,0x703,engine_rpm,master,61659,0,rpm,264823388504064
233,177,0x0B1,front_brake_pressure,brake_node_1,61669,0,psi_x10,264866338177024
234,178,0x0B2,rear_brake_pressure,brake_node_1,61669,1945,psi_x10,264866338178969
235,177,0x0B1,front_brake_pressure,brake_node_1,61679,0,psi_x10,264909287849984
236,178,0x0B2,rear_brake_pressure,brake_node_1,61679,1945,psi_x10,264909287851929
237,1795,0x703,engine_rpm,master,61679,0,rpm,264909287849984
238,177,0x0B1,front_brake_pressure,brake_node_1,61689,0,psi_x10,264952237522944
239,178,0x0B2,rear_brake_pressure,brake_node_1,61689,1945,psi_x10,264952237524889
240,177,0x0B1,front_brake_pressure,brake_node_1,61699,0,psi_x10,264995187195904
241,178,0x0B2,rear_brake_pressure,brake_node_1,61699,1945,psi_x10,264995187197849
242,1795,0x703,engine_rpm,master,61699,0,rpm,264995187195904
243,177,0x0B1,front_brake_pressure,brake_node_1,61709,0,psi_x10,265038136868864
244,178,0x0B2,rear_brake_pressure,brake_node_1,61709,1945,psi_x10,265038136870809
245,177,0x0B1,front_brake_pressure,brake_node_1,61719,0,psi_x10,265081086541824
246,178,0x0B2,rear_brake_pressure,brake_node_1,61719,1945,psi_x10,265081086543769
247,1795,0x703,engine_rpm,master,61719,0,rpm,265081086541824
248,177,0x0B1,front_brake_pressure,brake_node_1,61729,0,psi_x10,265124036214784
249,178,0x0B2,rear_brake_pressure,brake_node_1,61729,1945,psi_x10,265124036216729
250,177,0x0B1,front_brake_pressure,brake_node_1,61739,0,psi_x10,265166985887744
251,178,0x0B2,rear_brake_pressure,brake_node_1,61739,1945,psi_x10,265166985889689
252,1795,0x703,engine_rpm,master,61739,0,rpm,265166985887744
253,177,0x0B1,front_brake_pressure,brake_node_1,61749,0,psi_x10,265209935560704
254,178,0x0B2,rear_brake_pressure,brake_node_1,61749,1945,psi_x10,265209935562649
255,177,0x0B1,front_brake_pressure,brake_node_1,61759,0,psi_x10,265252885233664
256,178,0x0B2,rear_brake_pressure,brake_node_1,61759,1945,psi_x10,265252885235609
257,1795,0x703,engine_rpm,master,61759,0,rpm,265252885233664
258,177,0x0B1,front_brake_pressure,brake_node_1,61769,0,psi_x10,265295834906624
259,178,0x0B2,rear_brake_pressure,brake_node_1,61769,1945,psi_x10,265295834908569
260,177,0x0B1,front_brake_pressure,brake_node_1,61779,0,psi_x10,265338784579584
261,178,0x0B2,rear_brake_pressure,brake_node_1,61779,1945,psi_x10,265338784581529
262,1795,0x703,engine_rpm,master,61779,0,rpm,265338784579584
263,177,0x0B1,front_brake_pressure,brake_node_1,61789,0,psi_x10,265381734252544
264,178,0x0B2,rear_brake_pressure,brake_node_1,61789,1945,psi_x10,265381734254489
265,177,0x0B1,front_brake_pressure,brake_node_1,61799,0,psi_x10,265424683925504
266,178,0x0B2,rear_brake_pressure,brake_node_1,61799,1945,psi_x10,265424683927449
267,1795,0x703,engine_rpm,master,61799,0,rpm,265424683925504
268,177,0x0B1,front_brake_pressure,brake_node_1,61808,0,psi_x10,265463338631168
269,178,0x0B2,rear_brake_pressure,brake_node_1,61808,1945,psi_x10,265463338633113
270,177,0x0B1,front_brake_pressure,brake_node_1,61818,0,psi_x10,265506288304128
271,178,0x0B2,rear_brake_pressure,brake_node_1,61818,1945,psi_x10,265506288306073
272,1795,0x703,engine_rpm,master,61819,0,rpm,265510583271424
273,177,0x0B1,front_brake_pressure,brake_node_1,61828,0,psi_x10,265549237977088
274,178,0x0B2,rear_brake_pressure,brake_node_1,61828,1945,psi_x10,265549237979033
275,177,0x0B1,front_brake_pressure,brake_node_1,61838,0,psi_x10,265592187650048
276,178,0x0B2,rear_brake_pressure,brake_node_1,61838,1945,psi_x10,265592187651993
277,1795,0x703,engine_rpm,master,61839,0,rpm,265596482617344
278,177,0x0B1,front_brake_pressure,brake_node_1,61848,0,psi_x10,265635137323008
279,178,0x0B2,rear_brake_pressure,brake_node_1,61848,1945,psi_x10,265635137324953
280,177,0x0B1,front_brake_pressure,brake_node_1,61858,0,psi_x10,265678086995968
281,178,0x0B2,rear_brake_pressure,brake_node_1,61858,1945,psi_x10,265678086997913
282,1795,0x703,engine_rpm,master,61859,0,rpm,265682381963264
283,177,0x0B1,front_brake_pressure,brake_node_1,61868,0,psi_x10,265721036668928
284,178,0x0B2,rear_brake_pressure,brake_node_1,61868,1945,psi_x10,265721036670873
285,177,0x0B1,front_brake_pressure,brake_node_1,61878,0,psi_x10,265763986341888
286,178,0x0B2,rear_brake_pressure,brake_node_1,61878,1945,psi_x10,265763986343833
287,1795,0x703,engine_rpm,master,61880,0,rpm,265772576276480
288,177,0x0B1,front_brake_pressure,brake_node_1,61888,0,psi_x10,265806936014848
289,178,0x0B2,rear_brake_pressure,brake_node_1,61888,1945,psi_x10,265806936016793
290,177,0x0B1,front_brake_pressure,brake_node_1,61898,0,psi_x10,265849885687808
291,178,0x0B2,rear_brake_pressure,brake_node_1,61898,1945,psi_x10,265849885689753
292,1795,0x703,engine_rpm,master,61900,0,rpm,265858475622400
293,177,0x0B1,front_brake_pressure,brake_node_1,61908,0,psi_x10,265892835360768
294,178,0x0B2,rear_brake_pressure,brake_node_1,61908,1945,psi_x10,265892835362713
295,387,0x183,,,4278190080,3,raw,18374686479671623683
296,386,0x182,,,4278190080,2,raw,18374686479671623682
297,177,0x0B1,front_brake_pressure,brake_node_1,61918,0,psi_x10,265935785033728
298,178,0x0B2,rear_brake_pressure,brake_node_1,61918,1945,psi_x10,265935785035673
299,1795,0x703,engine_rpm,master,61920,0,rpm,265944374968320
300,385,0x181,,,4278190080,16908545,raw,18374686479688532225
301,177,0x0B1,front_brake_pressure,brake_node_1,61928,0,psi_x10,265978734706688
302,178,0x0B2,rear_brake_pressure,brake_node_1,61928,1945,psi_x10,265978734708633
303,177,0x0B1,front_brake_pressure,brake_node_1,61938,0,psi_x10,266021684379648
304,178,0x0B2,rear_brake_pressure,brake_node_1,61938,1945,psi_x10,266021684381593
305,1795,0x703,engine_rpm,master,61940,0,rpm,266030274314240
306,177,0x0B1,front_brake_pressure,brake_node_1,61948,0,psi_x10,266064634052608
307,178,0x0B2,rear_brake_pressure,brake_node_1,61948,1945,psi_x10,266064634054553
308,177,0x0B1,front_brake_pressure,brake_node_1,61958,0,psi_x10,266107583725568
309,178,0x0B2,rear_brake_pressure,brake_node_1,61958,1945,psi_x10,266107583727513
310,1795,0x703,engine_rpm,master,61960,0,rpm,266116173660160
311,177,0x0B1,front_brake_pressure,brake_node_1,61968,0,psi_x10,266150533398528
312,178,0x0B2,rear_brake_pressure,brake_node_1,61968,1945,psi_x10,266150533400473
313,177,0x0B1,front_brake_pressure,brake_node_1,61978,0,psi_x10,266193483071488
314,178,0x0B2,rear_brake_pressure,brake_node_1,61978,1945,psi_x10,266193483073433
315,1795,0x703,engine_rpm,master,61980,0,rpm,266202073006080
316,177,0x0B1,front_brake_pressure,brake_node_1,61988,0,psi_x10,266236432744448
317,178,0x0B2,rear_brake_pressure,brake_node_1,61988,1945,psi_x10,266236432746393
318,177,0x0B1,front_brake_pressure,brake_node_1,61998,0,psi_x10,266279382417408
319,178,0x0B2,rear_brake_pressure,brake_node_1,61998,1945,psi_x10,266279382419353
320,1795,0x703,engine_rpm,master,62000,0,rpm,266287972352000
321,177,0x0B1,front_brake_pressure,brake_node_1,62008,0,psi_x10,266322332090368
322,178,0x0B2,rear_brake_pressure,brake_node_1,62008,1945,psi_x10,266322332092313
323,177,0x0B1,front_brake_pressure,brake_node_1,62018,0,psi_x10,266365281763328
324,178,0x0B2,rear_brake_pressure,brake_node_1,62018,1945,psi_x10,266365281765273
325,1795,0x703,engine_rpm,master,62020,0,rpm,266373871697920
326,177,0x0B1,front_brake_pressure,brake_node_1,62028,0,psi_x10,266408231436288
327,178,0x0B2,rear_brake_pressure,brake_node_1,62028,1945,psi_x10,266408231438233
328,177,0x0B1,front_brake_pressure,brake_node_1,62038,0,psi_x10,266451181109248
329,178,0x0B2,rear_brake_pressure,brake_node_1,62038,1945,psi_x10,266451181111193
330,1795,0x703,engine_rpm,master,62040,0,rpm,266459771043840
331,177,0x0B1,front_brake_pressure,brake_node_1,62048,0,psi_x10,266494130782208
332,178,0x0B2,rear_brake_pressure,brake_node_1,62048,1945,psi_x10,266494130784153
333,177,0x0B1,front_brake_pressure,brake_node_1,62058,0,psi_x10,266537080455168
334,178,0x0B2,rear_brake_pressure,brake_node_1,62058,1945,psi_x10,266537080457113
335,1795,0x703,engine_rpm,master,62060,0,rpm,266545670389760
336,177,0x0B1,front_brake_pressure,brake_node_1,62068,0,psi_x10,266580030128128
337,178,0x0B2,rear_brake_pressure,brake_node_1,62068,1945,psi_x10,266580030130073
338,177,0x0B1,front_brake_pressure,brake_node_1,62078,0,psi_x10,266622979801088
