sample_index,can_id,can_id_hex,signal,node,timestamp_ms,value,units,received_at_unix,publish_time_us
0,193,0x0C1,,,0,512,,1781219765.554639,181687153
1,179,0x0B3,Brake pressure F,Node 1,167992,0,deg_x10,1781219751.709551,168018551
2,180,0x0B4,Brake pressure R,Node 1,167992,269,psi_x10,1781219751.709551,168018551
3,185,0x0B9,Wheel rpm,Node 3,168013,0,rpm,1781219751.709551,168018551
4,186,0x0BA,Engine rpm,Node 3,168013,0,rpm,1781219751.709551,168018551
5,179,0x0B3,Brake pressure F,Node 1,168792,0,deg_x10,1781219752.324260,168806879
6,180,0x0B4,Brake pressure R,Node 1,168792,297,psi_x10,1781219752.324260,168806879
7,185,0x0B9,Wheel rpm,Node 3,168803,0,rpm,1781219752.324260,168806879
8,186,0x0BA,Engine rpm,Node 3,168803,0,rpm,1781219752.324260,168806879
9,185,0x0B9,Wheel rpm,Node 3,168811,0,rpm,1781219752.325555,168811857
10,179,0x0B3,Brake pressure F,Node 1,169392,0,deg_x10,1781219752.762105,169412038
11,180,0x0B4,Brake pressure R,Node 1,169392,530,psi_x10,1781219752.762105,169412038
12,185,0x0B9,Wheel rpm,Node 3,169411,0,rpm,1781219752.762105,169412038
13,186,0x0BA,Engine rpm,Node 3,169411,0,rpm,1781219752.762105,169412038
14,179,0x0B3,Brake pressure F,Node 1,169792,0,deg_x10,1781219753.211002,169863066
15,180,0x0B4,Brake pressure R,Node 1,169792,347,psi_x10,1781219753.211002,169863066
16,185,0x0B9,Wheel rpm,Node 3,169861,0,rpm,1781219753.211002,169863066
17,186,0x0BA,Engine rpm,Node 3,169861,0,rpm,1781219753.211002,169863066
18,179,0x0B3,Brake pressure F,Node 1,170292,0,deg_x10,1781219753.729617,170312021
19,180,0x0B4,Brake pressure R,Node 1,170292,341,psi_x10,1781219753.729617,170312021
20,185,0x0B9,Wheel rpm,Node 3,170311,0,rpm,1781219753.729617,170312021
21,186,0x0BA,Engine rpm,Node 3,170311,0,rpm,1781219753.729617,170312021
22,179,0x0B3,Brake pressure F,Node 1,171892,0,deg_x10,1781219755.445089,171927303
23,180,0x0B4,Brake pressure R,Node 1,171892,131,psi_x10,1781219755.445089,171927303
24,185,0x0B9,Wheel rpm,Node 3,171923,0,rpm,1781219755.445089,171927303
25,186,0x0BA,Engine rpm,Node 3,171923,0,rpm,1781219755.445089,171927303
26,185,0x0B9,Wheel rpm,Node 3,171931,0,rpm,1781219755.445134,171931823
27,186,0x0BA,Engine rpm,Node 3,171931,0,rpm,1781219755.445134,171931823
28,179,0x0B3,Brake pressure F,Node 1,172192,0,deg_x10,1781219755.445581,172251981
29,180,0x0B4,Brake pressure R,Node 1,172192,121,psi_x10,1781219755.445581,172251981
30,185,0x0B9,Wheel rpm,Node 3,172251,0,rpm,1781219755.445581,172251981
31,186,0x0BA,Engine rpm,Node 3,172251,0,rpm,1781219755.445581,172251981
32,179,0x0B3,Brake pressure F,Node 1,172292,0,deg_x10,1781219755.445767,172351923
33,180,0x0B4,Brake pressure R,Node 1,172292,112,psi_x10,1781219755.445767,172351923
34,185,0x0B9,Wheel rpm,Node 3,172351,0,rpm,1781219755.445767,172351923
35,186,0x0BA,Engine rpm,Node 3,172351,0,rpm,1781219755.445767,172351923
36,179,0x0B3,Brake pressure F,Node 1,172392,0,deg_x10,1781219755.645478,172451941
37,180,0x0B4,Brake pressure R,Node 1,172392,113,psi_x10,1781219755.645478,172451941
38,185,0x0B9,Wheel rpm,Node 3,172451,0,rpm,1781219755.645478,172451941
39,186,0x0BA,Engine rpm,Node 3,172451,0,rpm,1781219755.645478,172451941
40,179,0x0B3,Brake pressure F,Node 1,172692,0,deg_x10,1781219756.615961,172702905
41,180,0x0B4,Brake pressure R,Node 1,172692,106,psi_x10,1781219756.615961,172702905
42,185,0x0B9,Wheel rpm,Node 3,172701,0,rpm,1781219756.615961,172702905
43,186,0x0BA,Engine rpm,Node 3,172701,0,rpm,1781219756.615961,172702905
44,179,0x0B3,Brake pressure F,Node 1,172792,0,deg_x10,1781219756.616150,172803933
45,180,0x0B4,Brake pressure R,Node 1,172792,104,psi_x10,1781219756.616150,172803933
