sample_index,can_id,can_id_hex,signal,node,timestamp_ms,value,units,received_at_unix,publish_time_us
0,180,0x0B4,Brake pressure R,Node 1,212045,0,psi_x10,1781145335.402280,241026943
1,179,0x0B3,Brake pressure F,Node 1,212145,0,deg_x10,1781145335.402280,241026943
2,180,0x0B4,Brake pressure R,Node 1,212145,0,psi_x10,1781145335.402280,241026943
3,179,0x0B3,Brake pressure F,Node 1,212245,0,deg_x10,1781145335.402280,241026943
4,180,0x0B4,Brake pressure R,Node 1,212245,0,psi_x10,1781145335.402280,241026943
5,179,0x0B3,Brake pressure F,Node 1,212345,0,deg_x10,1781145335.402280,241026943
6,180,0x0B4,Brake pressure R,Node 1,212345,0,psi_x10,1781145335.402280,241026943
7,179,0x0B3,Brake pressure F,Node 1,212445,0,deg_x10,1781145335.402280,241026943
8,180,0x0B4,Brake pressure R,Node 1,212445,0,psi_x10,1781145335.402280,241026943
9,179,0x0B3,Brake pressure F,Node 1,212545,0,deg_x10,1781145335.402280,241026943
10,180,0x0B4,Brake pressure R,Node 1,212545,0,psi_x10,1781145335.402280,241026943
11,179,0x0B3,Brake pressure F,Node 1,212645,0,deg_x10,1781145335.402280,241026943
12,180,0x0B4,Brake pressure R,Node 1,212645,0,psi_x10,1781145335.402280,241026943
13,179,0x0B3,Brake pressure F,Node 1,212745,0,deg_x10,1781145335.402280,241026943
14,180,0x0B4,Brake pressure R,Node 1,212745,0,psi_x10,1781145335.402280,241026943
15,179,0x0B3,Brake pressure F,Node 1,212845,0,deg_x10,1781145335.402280,241026943
16,180,0x0B4,Brake pressure R,Node 1,212845,0,psi_x10,1781145335.402280,241026943
17,179,0x0B3,Brake pressure F,Node 1,212945,0,deg_x10,1781145335.402280,241026943
18,180,0x0B4,Brake pressure R,Node 1,212945,0,psi_x10,1781145335.402280,241026943
19,179,0x0B3,Brake pressure F,Node 1,213045,0,deg_x10,1781145335.402280,241026943
20,180,0x0B4,Brake pressure R,Node 1,213045,0,psi_x10,1781145335.402280,241026943
21,179,0x0B3,Brake pressure F,Node 1,213145,0,deg_x10,1781145335.402280,241026943
22,180,0x0B4,Brake pressure R,Node 1,213145,0,psi_x10,1781145335.402280,241026943
23,179,0x0B3,Brake pressure F,Node 1,213245,0,deg_x10,1781145335.402280,241026943
24,180,0x0B4,Brake pressure R,Node 1,213245,0,psi_x10,1781145335.851646,241028369
25,179,0x0B3,Brake pressure F,Node 1,213345,0,deg_x10,1781145335.851646,241028369
26,180,0x0B4,Brake pressure R,Node 1,213345,0,psi_x10,1781145335.851646,241028369
27,179,0x0B3,Brake pressure F,Node 1,213445,0,deg_x10,1781145335.851646,241028369
28,180,0x0B4,Brake pressure R,Node 1,213445,0,psi_x10,1781145335.851646,241028369
29,179,0x0B3,Brake pressure F,Node 1,213545,0,deg_x10,1781145335.851646,241028369
30,180,0x0B4,Brake pressure R,Node 1,213545,0,psi_x10,1781145335.851646,241028369
31,179,0x0B3,Brake pressure F,Node 1,213645,0,deg_x10,1781145335.851646,241028369
32,180,0x0B4,Brake pressure R,Node 1,213645,0,psi_x10,1781145335.851646,241028369
33,179,0x0B3,Brake pressure F,Node 1,213745,0,deg_x10,1781145335.851646,241028369
34,180,0x0B4,Brake pressure R,Node 1,213745,0,psi_x10,1781145335.851646,241028369
35,179,0x0B3,Brake pressure F,Node 1,213845,0,deg_x10,1781145335.851646,241028369
36,180,0x0B4,Brake pressure R,Node 1,213845,0,psi_x10,1781145335.851646,241028369
