sample_index,can_id,can_id_hex,signal,node,timestamp_ms,value,units,received_at_unix,publish_time_us
0,193,0x0C1,,,0,512,,1781303002.260428,66944346
1,195,0x0C3,,,0,512,,1781303002.520213,67042357
2,185,0x0B9,Wheel rpm,Node 3,64035,1413,rpm,1781302999.698196,64072657
3,179,0x0B3,Brake pressure F,Node 1,64036,0,deg_x10,1781302999.698196,64072657
4,180,0x0B4,Brake pressure R,Node 1,64036,0,psi_x10,1781302999.698196,64072657
5,186,0x0BA,Engine rpm,Node 3,64065,0,rpm,1781302999.698196,64072657
6,185,0x0B9,Wheel rpm,Node 3,64435,1274,rpm,1781302999.802328,64481973
7,179,0x0B3,Brake pressure F,Node 1,64436,0,deg_x10,1781302999.802328,64481973
8,180,0x0B4,Brake pressure R,Node 1,64436,0,psi_x10,1781302999.802328,64481973
9,186,0x0BA,Engine rpm,Node 3,64475,0,rpm,1781302999.802328,64481973
10,185,0x0B9,Wheel rpm,Node 3,64535,1250,rpm,1781303000.233105,64581867
11,179,0x0B3,Brake pressure F,Node 1,64536,0,deg_x10,1781303000.233105,64581867
12,180,0x0B4,Brake pressure R,Node 1,64536,0,psi_x10,1781303000.233105,64581867
13,186,0x0BA,Engine rpm,Node 3,64575,0,rpm,1781303000.233105,64581867
14,185,0x0B9,Wheel rpm,Node 3,64835,1170,rpm,1781303000.763270,64891936
15,179,0x0B3,Brake pressure F,Node 1,64836,0,deg_x10,1781303000.763270,64891936
16,180,0x0B4,Brake pressure R,Node 1,64836,0,psi_x10,1781303000.763270,64891936
17,186,0x0BA,Engine rpm,Node 3,64885,0,rpm,1781303000.763270,64891936
18,185,0x0B9,Wheel rpm,Node 3,64935,1147,rpm,1781303000.763402,64991866
19,179,0x0B3,Brake pressure F,Node 1,64936,0,deg_x10,1781303000.763402,64991866
20,180,0x0B4,Brake pressure R,Node 1,64936,0,psi_x10,1781303000.763402,64991866
21,186,0x0BA,Engine rpm,Node 3,64985,0,rpm,1781303000.763402,64991866
22,185,0x0B9,Wheel rpm,Node 3,65235,1088,rpm,1781303001.371441,65301939
23,179,0x0B3,Brake pressure F,Node 1,65236,0,deg_x10,1781303001.371441,65301939
24,180,0x0B4,Brake pressure R,Node 1,65236,0,psi_x10,1781303001.371441,65301939
25,186,0x0BA,Engine rpm,Node 3,65295,0,rpm,1781303001.371441,65301939
26,185,0x0B9,Wheel rpm,Node 3,66035,975,rpm,1781303001.763858,66114337
27,179,0x0B3,Brake pressure F,Node 1,66036,0,deg_x10,1781303001.763858,66114337
28,180,0x0B4,Brake pressure R,Node 1,66036,0,psi_x10,1781303001.763858,66114337
29,186,0x0BA,Engine rpm,Node 3,66105,0,rpm,1781303001.763858,66114337
30,185,0x0B9,Wheel rpm,Node 3,66435,943,rpm,1781303002.226204,66533830
31,179,0x0B3,Brake pressure F,Node 1,66436,0,deg_x10,1781303002.226204,66533830
32,180,0x0B4,Brake pressure R,Node 1,66436,0,psi_x10,1781303002.226204,66533830
33,186,0x0BA,Engine rpm,Node 3,66525,0,rpm,1781303002.226204,66533830
34,185,0x0B9,Wheel rpm,Node 3,66935,920,rpm,1781303002.260428,66944346
35,186,0x0BA,Engine rpm,Node 3,66935,0,rpm,1781303002.260428,66944346
36,179,0x0B3,Brake pressure F,Node 1,66936,0,deg_x10,1781303002.260428,66944346
37,180,0x0B4,Brake pressure R,Node 1,66936,0,psi_x10,1781303002.260428,66944346
38,186,0x0BA,Engine rpm,Node 3,66955,0,rpm,1781303002.520213,67042357
