sample_index,can_id,can_id_hex,signal,node,timestamp_ms,value,units,received_at_unix,publish_time_us
0,193,0x0C1,,,0,512,,1781310426.441077,810287591
1,196,0x0C4,,,0,512,,1781310426.441077,810287591
2,179,0x0B3,Brake pressure F,Node 1,714010,0,deg_x10,1781310330.404254,714142536
3,188,0x0BC,Engine rpm,Node 4,714022,6,deg_x10,1781310330.404254,714142536
4,188,0x0BC,Engine rpm,Node 4,714033,7,deg_x10,1781310330.404254,714142536
5,188,0x0BC,Engine rpm,Node 4,714044,6,deg_x10,1781310330.404254,714142536
6,188,0x0BC,Engine rpm,Node 4,714054,12,deg_x10,1781310330.404254,714142536
7,188,0x0BC,Engine rpm,Node 4,714065,6,deg_x10,1781310330.404254,714142536
8,188,0x0BC,Engine rpm,Node 4,714075,6,deg_x10,1781310330.404254,714142536
9,188,0x0BC,Engine rpm,Node 4,714086,6,deg_x10,1781310330.404254,714142536
10,188,0x0BC,Engine rpm,Node 4,714097,6,deg_x10,1781310330.404254,714142536
11,188,0x0BC,Engine rpm,Node 4,714107,7,deg_x10,1781310330.404254,714142536
12,180,0x0B4,Brake pressure R,Node 1,714110,0,psi_x10,1781310330.308303,714142036
13,179,0x0B3,Brake pressure F,Node 1,714110,0,deg_x10,1781310330.404254,714142536
14,188,0x0BC,Engine rpm,Node 4,714118,8,deg_x10,1781310330.404254,714142536
15,188,0x0BC,Engine rpm,Node 4,714129,6,deg_x10,1781310330.404254,714142536
16,188,0x0BC,Engine rpm,Node 4,714139,7,deg_x10,1781310330.404254,714142536
17,188,0x0BC,Engine rpm,Node 4,714150,7,deg_x10,1781310330.513140,714242543
18,188,0x0BC,Engine rpm,Node 4,714160,12,deg_x10,1781310330.513140,714242543
19,188,0x0BC,Engine rpm,Node 4,714171,7,deg_x10,1781310330.513140,714242543
20,188,0x0BC,Engine rpm,Node 4,714182,13,deg_x10,1781310330.513140,714242543
21,188,0x0BC,Engine rpm,Node 4,714192,6,deg_x10,1781310330.513140,714242543
22,188,0x0BC,Engine rpm,Node 4,714202,6,deg_x10,1781310330.513140,714242543
23,180,0x0B4,Brake pressure R,Node 1,714210,0,psi_x10,1781310330.404309,714242092
24,179,0x0B3,Brake pressure F,Node 1,714210,0,deg_x10,1781310330.513140,714242543
25,188,0x0BC,Engine rpm,Node 4,714213,12,deg_x10,1781310330.513140,714242543
26,188,0x0BC,Engine rpm,Node 4,714223,7,deg_x10,1781310330.513140,714242543
27,188,0x0BC,Engine rpm,Node 4,714234,14,deg_x10,1781310330.513140,714242543
28,188,0x0BC,Engine rpm,Node 4,714244,5,deg_x10,1781310330.619444,714340188
29,188,0x0BC,Engine rpm,Node 4,714255,7,deg_x10,1781310330.619444,714340188
30,188,0x0BC,Engine rpm,Node 4,714266,6,deg_x10,1781310330.619444,714340188
31,188,0x0BC,Engine rpm,Node 4,714277,7,deg_x10,1781310330.619444,714340188
32,188,0x0BC,Engine rpm,Node 4,714287,14,deg_x10,1781310330.619444,714340188
33,188,0x0BC,Engine rpm,Node 4,714298,6,deg_x10,1781310330.619444,714340188
34,188,0x0BC,Engine rpm,Node 4,714309,14,deg_x10,1781310330.619444,714340188
35,179,0x0B3,Brake pressure F,Node 1,714310,0,deg_x10,1781310330.619444,714340188
36,180,0x0B4,Brake pressure R,Node 1,714310,0,psi_x10,1781310330.743530,714342034
37,188,0x0BC,Engine rpm,Node 4,714320,6,deg_x10,1781310330.619444,714340188
38,188,0x0BC,Engine rpm,Node 4,714331,6,deg_x10,1781310330.619444,714340188
39,188,0x0BC,Engine rpm,Node 4,714342,6,deg_x10,1781310330.825176,714545385
40,188,0x0BC,Engine rpm,Node 4,714353,14,deg_x10,1781310330.825176,714545385
41,188,0x0BC,Engine rpm,Node 4,714363,14,deg_x10,1781310330.825176,714545385
42,188,0x0BC,Engine rpm,Node 4,714374,7,deg_x10,1781310330.825176,714545385
43,188,0x0BC,Engine rpm,Node 4,714384,6,deg_x10,1781310330.825176,714545385
44,188,0x0BC,Engine rpm,Node 4,714395,14,deg_x10,1781310330.825176,714545385
45,188,0x0BC,Engine rpm,Node 4,714406,7,deg_x10,1781310330.825176,714545385
46,179,0x0B3,Brake pressure F,Node 1,714410,0,deg_x10,1781310330.825176,714545385
47,188,0x0BC,Engine rpm,Node 4,714418,14,deg_x10,1781310330.825176,714545385
48,188,0x0BC,Engine rpm,Node 4,714429,6,deg_x10,1781310330.825176,714545385
49,188,0x0BC,Engine rpm,Node 4,714440,8,deg_x10,1781310330.825176,714545385
50,188,0x0BC,Engine rpm,Node 4,714450,6,deg_x10,1781310330.825176,714545385
51,188,0x0BC,Engine rpm,Node 4,714461,6,deg_x10,1781310330.825176,714545385
52,188,0x0BC,Engine rpm,Node 4,714472,6,deg_x10,1781310330.825176,714545385
53,188,0x0BC,Engine rpm,Node 4,714483,8,deg_x10,1781310330.825176,714545385
54,188,0x0BC,Engine rpm,Node 4,714494,6,deg_x10,1781310330.825176,714545385
55,188,0x0BC,Engine rpm,Node 4,714505,7,deg_x10,1781310330.825176,714545385
56,179,0x0B3,Brake pressure F,Node 1,714510,0,deg_x10,1781310330.825176,714545385
57,188,0x0BC,Engine rpm,Node 4,714515,13,deg_x10,1781310330.825176,714545385
58,188,0x0BC,Engine rpm,Node 4,714525,6,deg_x10,1781310330.825176,714545385
59,188,0x0BC,Engine rpm,Node 4,714535,12,deg_x10,1781310330.825176,714545385
60,188,0x0BC,Engine rpm,Node 4,714546,8,deg_x10,1781310331.260915,714955433
61,188,0x0BC,Engine rpm,Node 4,714557,13,deg_x10,1781310331.260915,714955433
62,188,0x0BC,Engine rpm,Node 4,714567,7,deg_x10,1781310331.260915,714955433
63,188,0x0BC,Engine rpm,Node 4,714578,6,deg_x10,1781310331.260915,714955433
64,188,0x0BC,Engine rpm,Node 4,714588,5,deg_x10,1781310331.260915,714955433
65,188,0x0BC,Engine rpm,Node 4,714598,6,deg_x10,1781310331.260915,714955433
66,188,0x0BC,Engine rpm,Node 4,714609,15,deg_x10,1781310331.260915,714955433
67,179,0x0B3,Brake pressure F,Node 1,714610,0,deg_x10,1781310331.260915,714955433
68,188,0x0BC,Engine rpm,Node 4,714619,7,deg_x10,1781310331.260915,714955433
69,188,0x0BC,Engine rpm,Node 4,714630,14,deg_x10,1781310331.260915,714955433
70,188,0x0BC,Engine rpm,Node 4,714640,6,deg_x10,1781310331.260915,714955433
71,188,0x0BC,Engine rpm,Node 4,714650,6,deg_x10,1781310331.260915,714955433
72,188,0x0BC,Engine rpm,Node 4,714660,14,deg_x10,1781310331.260915,714955433
73,188,0x0BC,Engine rpm,Node 4,714671,6,deg_x10,1781310331.260915,714955433
74,188,0x0BC,Engine rpm,Node 4,714681,12,deg_x10,1781310331.260915,714955433
75,188,0x0BC,Engine rpm,Node 4,714691,14,deg_x10,1781310331.260915,714955433
76,188,0x0BC,Engine rpm,Node 4,714702,6,deg_x10,1781310331.260915,714955433
77,179,0x0B3,Brake pressure F,Node 1,714710,0,deg_x10,1781310331.260915,714955433
78,188,0x0BC,Engine rpm,Node 4,714713,14,deg_x10,1781310331.260915,714955433
79,188,0x0BC,Engine rpm,Node 4,714723,6,deg_x10,1781310331.260915,714955433
80,188,0x0BC,Engine rpm,Node 4,714734,14,deg_x10,1781310331.260915,714955433
81,188,0x0BC,Engine rpm,Node 4,714744,14,deg_x10,1781310331.260915,714955433
82,188,0x0BC,Engine rpm,Node 4,714754,8,deg_x10,1781310331.260915,714955433
83,188,0x0BC,Engine rpm,Node 4,714765,6,deg_x10,1781310331.260915,714955433
84,188,0x0BC,Engine rpm,Node 4,714776,12,deg_x10,1781310331.437250,714956860
85,188,0x0BC,Engine rpm,Node 4,714786,12,deg_x10,1781310331.437250,714956860
86,188,0x0BC,Engine rpm,Node 4,714797,8,deg_x10,1781310331.437250,714956860
87,188,0x0BC,Engine rpm,Node 4,714808,7,deg_x10,1781310331.437250,714956860
88,179,0x0B3,Brake pressure F,Node 1,714810,0,deg_x10,1781310331.437250,714956860
89,188,0x0BC,Engine rpm,Node 4,714818,13,deg_x10,1781310331.437250,714956860
90,188,0x0BC,Engine rpm,Node 4,714828,14,deg_x10,1781310331.437250,714956860
91,188,0x0BC,Engine rpm,Node 4,714839,5,deg_x10,1781310331.437250,714956860
92,188,0x0BC,Engine rpm,Node 4,714849,8,deg_x10,1781310331.437250,714956860
93,188,0x0BC,Engine rpm,Node 4,714859,14,deg_x10,1781310331.437250,714956860
94,188,0x0BC,Engine rpm,Node 4,714870,9,deg_x10,1781310331.437250,714956860
95,188,0x0BC,Engine rpm,Node 4,714880,7,deg_x10,1781310331.437250,714956860
96,188,0x0BC,Engine rpm,Node 4,714890,12,deg_x10,1781310331.437250,714956860
97,188,0x0BC,Engine rpm,Node 4,714901,13,deg_x10,1781310331.437250,714956860
98,180,0x0B4,Brake pressure R,Node 1,714910,0,psi_x10,1781310331.143392,714954973
99,179,0x0B3,Brake pressure F,Node 1,714910,0,deg_x10,1781310331.437250,714956860
100,188,0x0BC,Engine rpm,Node 4,714911,7,deg_x10,1781310331.437250,714956860
101,188,0x0BC,Engine rpm,Node 4,714922,6,deg_x10,1781310331.437250,714956860
102,188,0x0BC,Engine rpm,Node 4,714933,14,deg_x10,1781310331.437250,714956860
103,188,0x0BC,Engine rpm,Node 4,714943,14,deg_x10,1781310331.437250,714956860
104,188,0x0BC,Engine rpm,Node 4,714954,14,deg_x10,1781310331.437250,714956860
105,188,0x0BC,Engine rpm,Node 4,714965,12,deg_x10,1781310331.693284,715159652
106,188,0x0BC,Engine rpm,Node 4,714976,13,deg_x10,1781310331.693284,715159652
107,188,0x0BC,Engine rpm,Node 4,714986,7,deg_x10,1781310331.693284,715159652
108,188,0x0BC,Engine rpm,Node 4,714997,6,deg_x10,1781310331.693284,715159652
109,188,0x0BC,Engine rpm,Node 4,715008,17,deg_x10,1781310331.693284,715159652
110,179,0x0B3,Brake pressure F,Node 1,715010,0,deg_x10,1781310331.693284,715159652
111,188,0x0BC,Engine rpm,Node 4,715018,12,deg_x10,1781310331.693284,715159652
112,188,0x0BC,Engine rpm,Node 4,715029,18,deg_x10,1781310331.693284,715159652
113,188,0x0BC,Engine rpm,Node 4,715039,12,deg_x10,1781310331.693284,715159652
114,188,0x0BC,Engine rpm,Node 4,715050,7,deg_x10,1781310331.693284,715159652
115,188,0x0BC,Engine rpm,Node 4,715061,12,deg_x10,1781310331.693284,715159652
116,188,0x0BC,Engine rpm,Node 4,715072,7,deg_x10,1781310331.693284,715159652
117,188,0x0BC,Engine rpm,Node 4,715083,6,deg_x10,1781310331.693284,715159652
118,188,0x0BC,Engine rpm,Node 4,715094,7,deg_x10,1781310331.693284,715159652
119,188,0x0BC,Engine rpm,Node 4,715104,14,deg_x10,1781310331.693284,715159652
120,179,0x0B3,Brake pressure F,Node 1,715110,0,deg_x10,1781310331.693284,715159652
121,188,0x0BC,Engine rpm,Node 4,715115,6,deg_x10,1781310331.693284,715159652
122,188,0x0BC,Engine rpm,Node 4,715126,6,deg_x10,1781310331.693284,715159652
123,188,0x0BC,Engine rpm,Node 4,715137,6,deg_x10,1781310331.693284,715159652
124,188,0x0BC,Engine rpm,Node 4,715148,14,deg_x10,1781310331.693284,715159652
125,188,0x0BC,Engine rpm,Node 4,715158,5,deg_x10,1781310331.693284,715159652
126,188,0x0BC,Engine rpm,Node 4,715169,12,deg_x10,1781310331.876140,715364489
127,188,0x0BC,Engine rpm,Node 4,715180,8,deg_x10,1781310331.876140,715364489
128,188,0x0BC,Engine rpm,Node 4,715191,6,deg_x10,1781310331.876140,715364489
129,188,0x0BC,Engine rpm,Node 4,715202,14,deg_x10,1781310331.876140,715364489
130,179,0x0B3,Brake pressure F,Node 1,715210,0,deg_x10,1781310331.876140,715364489
131,188,0x0BC,Engine rpm,Node 4,715213,14,deg_x10,1781310331.876140,715364489
132,188,0x0BC,Engine rpm,Node 4,715223,13,deg_x10,1781310331.876140,715364489
133,188,0x0BC,Engine rpm,Node 4,715234,3,deg_x10,1781310331.876140,715364489
134,188,0x0BC,Engine rpm,Node 4,715245,7,deg_x10,1781310331.876140,715364489
135,188,0x0BC,Engine rpm,Node 4,715255,14,deg_x10,1781310331.876140,715364489
136,188,0x0BC,Engine rpm,Node 4,715266,14,deg_x10,1781310331.876140,715364489
137,188,0x0BC,Engine rpm,Node 4,715277,14,deg_x10,1781310331.876140,715364489
138,188,0x0BC,Engine rpm,Node 4,715288,6,deg_x10,1781310331.876140,715364489
139,188,0x0BC,Engine rpm,Node 4,715299,7,deg_x10,1781310331.876140,715364489
140,179,0x0B3,Brake pressure F,Node 1,715310,0,deg_x10,1781310331.876140,715364489
141,188,0x0BC,Engine rpm,Node 4,715310,12,deg_x10,1781310331.876140,715364489
142,188,0x0BC,Engine rpm,Node 4,715321,6,deg_x10,1781310331.876140,715364489
143,188,0x0BC,Engine rpm,Node 4,715331,6,deg_x10,1781310331.876140,715364489
144,188,0x0BC,Engine rpm,Node 4,715342,7,deg_x10,1781310331.876140,715364489
145,188,0x0BC,Engine rpm,Node 4,715353,6,deg_x10,1781310331.876140,715364489
146,188,0x0BC,Engine rpm,Node 4,715363,14,deg_x10,1781310331.876140,715364489
147,188,0x0BC,Engine rpm,Node 4,715374,14,deg_x10,1781310332.132543,715569629
148,188,0x0BC,Engine rpm,Node 4,715384,13,deg_x10,1781310332.132543,715569629
149,188,0x0BC,Engine rpm,Node 4,715395,14,deg_x10,1781310332.132543,715569629
150,188,0x0BC,Engine rpm,Node 4,715406,4,deg_x10,1781310332.132543,715569629
151,179,0x0B3,Brake pressure F,Node 1,715410,0,deg_x10,1781310332.132543,715569629
152,188,0x0BC,Engine rpm,Node 4,715416,6,deg_x10,1781310332.132543,715569629
153,188,0x0BC,Engine rpm,Node 4,715427,7,deg_x10,1781310332.132543,715569629
154,188,0x0BC,Engine rpm,Node 4,715438,6,deg_x10,1781310332.132543,715569629
155,188,0x0BC,Engine rpm,Node 4,715449,16,deg_x10,1781310332.132543,715569629
156,188,0x0BC,Engine rpm,Node 4,715460,15,deg_x10,1781310332.132543,715569629
157,188,0x0BC,Engine rpm,Node 4,715471,18,deg_x10,1781310332.132543,715569629
158,188,0x0BC,Engine rpm,Node 4,715482,6,deg_x10,1781310332.132543,715569629
