sample_index,can_id,can_id_hex,signal,node,timestamp_ms,value,units,received_at_unix,publish_time_us
0,193,0x0C1,,,0,512,,1781221792.819913,409349601
1,179,0x0B3,Brake pressure F,Node 1,345677,182,deg_x10,1781221731.759322,348368576
2,180,0x0B4,Brake pressure R,Node 1,345677,121,psi_x10,1781221731.759322,348368576
3,179,0x0B3,Brake pressure F,Node 1,345777,0,deg_x10,1781221731.759322,348368576
4,180,0x0B4,Brake pressure R,Node 1,345777,0,psi_x10,1781221731.759322,348368576
5,179,0x0B3,Brake pressure F,Node 1,345877,0,deg_x10,1781221731.759322,348368576
6,180,0x0B4,Brake pressure R,Node 1,345877,0,psi_x10,1781221731.759322,348368576
7,179,0x0B3,Brake pressure F,Node 1,345977,143,deg_x10,1781221731.759322,348368576
8,180,0x0B4,Brake pressure R,Node 1,345977,104,psi_x10,1781221731.759322,348368576
9,179,0x0B3,Brake pressure F,Node 1,346077,50,deg_x10,1781221731.759322,348368576
10,180,0x0B4,Brake pressure R,Node 1,346077,62,psi_x10,1781221731.759322,348368576
11,179,0x0B3,Brake pressure F,Node 1,346177,0,deg_x10,1781221731.759322,348368576
12,180,0x0B4,Brake pressure R,Node 1,346177,10,psi_x10,1781221731.759322,348368576
13,179,0x0B3,Brake pressure F,Node 1,346277,115,deg_x10,1781221731.759322,348368576
14,180,0x0B4,Brake pressure R,Node 1,346277,95,psi_x10,1781221731.759322,348368576
15,179,0x0B3,Brake pressure F,Node 1,346377,62,deg_x10,1781221731.759322,348368576
16,180,0x0B4,Brake pressure R,Node 1,346377,71,psi_x10,1781221731.759322,348368576
17,179,0x0B3,Brake pressure F,Node 1,346477,0,deg_x10,1781221731.759322,348368576
18,180,0x0B4,Brake pressure R,Node 1,346477,10,psi_x10,1781221731.759322,348368576
19,179,0x0B3,Brake pressure F,Node 1,346577,22,deg_x10,1781221731.759322,348368576
20,180,0x0B4,Brake pressure R,Node 1,346577,32,psi_x10,1781221731.759322,348368576
21,179,0x0B3,Brake pressure F,Node 1,346677,97,deg_x10,1781221731.759322,348368576
22,180,0x0B4,Brake pressure R,Node 1,346677,86,psi_x10,1781221731.759322,348368576
23,179,0x0B3,Brake pressure F,Node 1,346777,83,deg_x10,1781221731.759322,348368576
24,180,0x0B4,Brake pressure R,Node 1,346777,80,psi_x10,1781221731.759322,348368576
25,179,0x0B3,Brake pressure F,Node 1,346877,80,deg_x10,1781221732.486514,348737204
26,180,0x0B4,Brake pressure R,Node 1,346877,80,psi_x10,1781221732.486514,348737204
27,179,0x0B3,Brake pressure F,Node 1,346977,83,deg_x10,1781221732.486514,348737204
28,180,0x0B4,Brake pressure R,Node 1,346977,85,psi_x10,1781221732.486514,348737204
29,179,0x0B3,Brake pressure F,Node 1,347077,80,deg_x10,1781221732.486514,348737204
30,180,0x0B4,Brake pressure R,Node 1,347077,80,psi_x10,1781221732.486514,348737204
31,179,0x0B3,Brake pressure F,Node 1,347177,30,deg_x10,1781221732.486514,348737204
32,180,0x0B4,Brake pressure R,Node 1,347177,44,psi_x10,1781221732.486514,348737204
33,179,0x0B3,Brake pressure F,Node 1,347277,0,deg_x10,1781221732.486514,348737204
34,180,0x0B4,Brake pressure R,Node 1,347277,0,psi_x10,1781221732.486514,348737204
35,179,0x0B3,Brake pressure F,Node 1,347377,0,deg_x10,1781221732.486514,348737204
36,180,0x0B4,Brake pressure R,Node 1,347377,0,psi_x10,1781221732.486514,348737204
37,179,0x0B3,Brake pressure F,Node 1,347477,0,deg_x10,1781221732.486514,348737204
38,180,0x0B4,Brake pressure R,Node 1,347477,0,psi_x10,1781221732.486514,348737204
39,179,0x0B3,Brake pressure F,Node 1,347577,0,deg_x10,1781221732.486514,348737204
40,180,0x0B4,Brake pressure R,Node 1,347577,0,psi_x10,1781221732.486514,348737204
