sample_index,can_id,can_id_hex,signal,node,timestamp_ms,value,units,received_at_unix,publish_time_us
0,193,0x0C1,,,0,512,,1781302232.729205,35317070
1,195,0x0C3,,,0,512,,1781302232.729205,35317070
2,179,0x0B3,Brake pressure F,Node 1,30717,0,deg_x10,1781302227.924371,30816200
3,180,0x0B4,Brake pressure R,Node 1,30717,0,psi_x10,1781302227.924371,30816200
4,185,0x0B9,Wheel rpm,Node 3,30815,897,rpm,1781302227.924371,30816200
5,186,0x0BA,Engine rpm,Node 3,30815,0,rpm,1781302227.924371,30816200
6,185,0x0B9,Wheel rpm,Node 3,31215,894,rpm,1781302228.371977,31224329
7,186,0x0BA,Engine rpm,Node 3,31215,0,rpm,1781302228.371977,31224329
8,179,0x0B3,Brake pressure F,Node 1,31217,0,deg_x10,1781302228.371977,31224329
9,180,0x0B4,Brake pressure R,Node 1,31217,0,psi_x10,1781302228.371977,31224329
10,185,0x0B9,Wheel rpm,Node 3,31615,891,rpm,1781302229.125032,31633800
11,179,0x0B3,Brake pressure F,Node 1,31617,0,deg_x10,1781302229.125032,31633800
12,180,0x0B4,Brake pressure R,Node 1,31617,0,psi_x10,1781302229.125032,31633800
13,186,0x0BA,Engine rpm,Node 3,31625,0,rpm,1781302229.125032,31633800
14,185,0x0B9,Wheel rpm,Node 3,33815,871,rpm,1781302230.940090,33881045
15,179,0x0B3,Brake pressure F,Node 1,33816,0,deg_x10,1781302230.940090,33881045
16,180,0x0B4,Brake pressure R,Node 1,33816,0,psi_x10,1781302230.940090,33881045
17,186,0x0BA,Engine rpm,Node 3,33875,0,rpm,1781302230.940090,33881045
18,185,0x0B9,Wheel rpm,Node 3,34215,872,rpm,1781302231.539799,34293489
19,179,0x0B3,Brake pressure F,Node 1,34216,0,deg_x10,1781302231.539799,34293489
20,180,0x0B4,Brake pressure R,Node 1,34216,0,psi_x10,1781302231.539799,34293489
21,186,0x0BA,Engine rpm,Node 3,34285,0,rpm,1781302231.539799,34293489
22,186,0x0BA,Engine rpm,Node 3,34295,0,rpm,1781302231.590599,34301825
23,185,0x0B9,Wheel rpm,Node 3,34315,870,rpm,1781302231.590865,34401855
24,179,0x0B3,Brake pressure F,Node 1,34316,0,deg_x10,1781302231.590865,34401855
25,180,0x0B4,Brake pressure R,Node 1,34316,0,psi_x10,1781302231.590865,34401855
26,186,0x0BA,Engine rpm,Node 3,34395,0,rpm,1781302231.590865,34401855
27,179,0x0B3,Brake pressure F,Node 1,34816,0,deg_x10,1781302232.729205,35317070
28,180,0x0B4,Brake pressure R,Node 1,34816,0,psi_x10,1781302232.729205,35317070
29,185,0x0B9,Wheel rpm,Node 3,34914,869,rpm,1781302232.729205,35317070
30,186,0x0BA,Engine rpm,Node 3,34924,0,rpm,1781302232.729205,35317070
